transaction_id,is_fraud,fraud_score,fraud_type,detection_method,time_to_detection_hours
TXN00049968,0,0.297,,,
TXN00031045,0,0.161,,,
TXN00026592,0,0.16,,,
TXN00002788,0,0.156,,,
TXN00036844,0,0.213,,,
TXN00029240,0,0.024,,,
TXN00033381,0,0.266,,,
TXN00035037,0,0.11,,,
TXN00008752,1,0.918,account_takeover,customer_report,4.349682673731201
TXN00025722,0,0.111,,,
TXN00035912,0,0.017,,,
TXN00048979,0,0.169,,,
TXN00028890,0,0.196,,,
TXN00046003,0,0.269,,,
TXN00027450,0,0.165,,,
TXN00007359,0,0.214,,,
TXN00037442,0,0.117,,,
TXN00044985,0,0.142,,,
TXN00024882,0,0.115,,,
TXN00035012,0,0.095,,,
TXN00005727,1,0.688,account_takeover,manual_review,42.225152073710305
TXN00017190,0,0.18,,,
TXN00031542,0,0.173,,,
TXN00022688,0,0.088,,,
TXN00014420,0,0.103,,,
TXN00001848,0,0.139,,,
TXN00008355,0,0.033,,,
TXN00016160,0,0.135,,,
TXN00044015,0,0.275,,,
TXN00039570,0,0.143,,,
TXN00046074,0,0.266,,,
TXN00013317,0,0.161,,,
TXN00043830,0,0.016,,,
TXN00026872,0,0.158,,,
TXN00034906,0,0.154,,,
TXN00019158,0,0.03,,,
TXN00034142,0,0.183,,,
TXN00029495,0,0.041,,,
TXN00006179,0,0.222,,,
TXN00029064,0,0.113,,,
TXN00030367,0,0.079,,,
TXN00009868,0,0.203,,,
TXN00046699,0,0.209,,,
TXN00016327,0,0.009,,,
TXN00021482,0,0.114,,,
TXN00042109,0,0.06,,,
TXN00009759,0,0.144,,,
TXN00013348,0,0.215,,,
TXN00032806,0,0.153,,,
TXN00015673,0,0.011,,,
TXN00044207,0,0.225,,,
TXN00039903,0,0.024,,,
TXN00032595,0,0.095,,,
TXN00041271,0,0.192,,,
TXN00005051,0,0.195,,,
TXN00011302,0,0.122,,,
TXN00042681,0,0.224,,,
TXN00000072,0,0.261,,,
TXN00014752,0,0.215,,,
TXN00033456,0,0.285,,,
TXN00041545,0,0.017,,,
TXN00033688,0,0.099,,,
TXN00017976,0,0.269,,,
TXN00033552,0,0.191,,,
TXN00041117,0,0.295,,,
TXN00008107,0,0.133,,,
TXN00033176,0,0.023,,,
TXN00021523,0,0.18,,,
TXN00010938,0,0.27,,,
TXN00006099,0,0.09,,,
TXN00021517,0,0.01,,,
TXN00046318,0,0.156,,,
TXN00013602,0,0.166,,,
TXN00002031,0,0.197,,,
TXN00041403,0,0.112,,,
TXN00004601,0,0.06,,,
TXN00034590,0,0.007,,,
TXN00034589,0,0.132,,,
TXN00004532,0,0.168,,,
TXN00044500,0,0.168,,,
TXN00022073,0,0.236,,,
TXN00009142,0,0.049,,,
TXN00009824,0,0.232,,,
TXN00027793,0,0.085,,,
TXN00009409,0,0.227,,,
TXN00038477,0,0.022,,,
TXN00007862,0,0.054,,,
TXN00029677,0,0.031,,,
TXN00030433,0,0.283,,,
TXN00043772,0,0.278,,,
TXN00036747,0,0.117,,,
TXN00028264,0,0.178,,,
TXN00027755,0,0.176,,,
TXN00026969,0,0.2,,,
TXN00029038,0,0.208,,,
TXN00028843,0,0.158,,,
TXN00011380,0,0.167,,,
TXN00041251,0,0.229,,,
TXN00003031,0,0.085,,,
TXN00023692,0,0.083,,,
TXN00037971,0,0.182,,,
TXN00028527,0,0.099,,,
TXN00003115,0,0.278,,,
TXN00039170,0,0.074,,,
TXN00002674,0,0.084,,,
TXN00043494,0,0.032,,,
TXN00014769,0,0.203,,,
TXN00001337,0,0.028,,,
TXN00004820,0,0.049,,,
TXN00006971,0,0.077,,,
TXN00021695,0,0.044,,,
TXN00009249,0,0.241,,,
TXN00008431,1,0.706,synthetic_identity,customer_report,12.99081632110947
TXN00033484,0,0.094,,,
TXN00030537,0,0.202,,,
TXN00046579,0,0.199,,,
TXN00012964,0,0.253,,,
TXN00009636,0,0.168,,,
TXN00006415,0,0.205,,,
TXN00047090,0,0.21,,,
TXN00042691,0,0.268,,,
TXN00005446,0,0.061,,,
TXN00032204,0,0.238,,,
TXN00016408,0,0.023,,,
TXN00006902,0,0.279,,,
TXN00033263,0,0.229,,,
TXN00046950,0,0.24,,,
TXN00042924,0,0.121,,,
TXN00033803,0,0.25,,,
TXN00026626,0,0.113,,,
TXN00014882,0,0.284,,,
TXN00041921,0,0.061,,,
TXN00009802,0,0.041,,,
TXN00001296,0,0.086,,,
TXN00039796,0,0.148,,,
TXN00044591,0,0.24,,,
TXN00003135,0,0.122,,,
TXN00006617,0,0.063,,,
TXN00010325,0,0.121,,,
TXN00024784,0,0.146,,,
TXN00044654,0,0.122,,,
TXN00017339,0,0.167,,,
TXN00048422,0,0.14,,,
TXN00007981,0,0.074,,,
TXN00011286,0,0.209,,,
TXN00049581,0,0.107,,,
TXN00048668,0,0.281,,,
TXN00009176,0,0.037,,,
TXN00021977,0,0.005,,,
TXN00024091,0,0.134,,,
TXN00000027,0,0.097,,,
TXN00016914,0,0.039,,,
TXN00024231,0,0.253,,,
TXN00020473,0,0.088,,,
TXN00019347,0,0.006,,,
TXN00030704,0,0.285,,,
TXN00016244,0,0.051,,,
TXN00030741,0,0.207,,,
TXN00041717,0,0.187,,,
TXN00040295,0,0.288,,,
TXN00049309,0,0.261,,,
TXN00045141,0,0.064,,,
TXN00034166,0,0.047,,,
TXN00036812,0,0.288,,,
TXN00013980,0,0.267,,,
TXN00015793,0,0.199,,,
TXN00007648,0,0.033,,,
TXN00041481,0,0.275,,,
TXN00021093,0,0.081,,,
TXN00037265,0,0.09,,,
TXN00024953,0,0.155,,,
TXN00042328,0,0.167,,,
TXN00006913,0,0.028,,,
TXN00030090,0,0.195,,,
TXN00024757,0,0.093,,,
TXN00005972,0,0.266,,,
TXN00023465,0,0.28,,,
TXN00029001,0,0.276,,,
TXN00009060,0,0.101,,,
TXN00023430,0,0.12,,,
TXN00039794,0,0.091,,,
TXN00039220,0,0.015,,,
TXN00043191,0,0.048,,,
TXN00042238,0,0.261,,,
TXN00035287,0,0.205,,,
TXN00009650,0,0.096,,,
TXN00027670,0,0.162,,,
TXN00001257,0,0.073,,,
TXN00014942,0,0.203,,,
TXN00015380,0,0.292,,,
TXN00013028,0,0.033,,,
TXN00020479,0,0.055,,,
TXN00032236,0,0.28,,,
TXN00027921,0,0.068,,,
TXN00044431,0,0.133,,,
TXN00016609,0,0.079,,,
TXN00012325,0,0.239,,,
TXN00013103,1,0.964,chargeback_fraud,manual_review,21.09837972780658
TXN00002505,0,0.259,,,
TXN00042351,0,0.283,,,
TXN00006501,0,0.254,,,
TXN00007831,0,0.127,,,
TXN00025799,0,0.036,,,
TXN00001627,0,0.004,,,
TXN00017335,0,0.27,,,
TXN00008306,0,0.297,,,
TXN00046145,0,0.256,,,
TXN00027194,0,0.001,,,
TXN00042868,0,0.023,,,
TXN00012624,0,0.214,,,
TXN00009354,0,0.215,,,
TXN00015600,0,0.275,,,
TXN00013659,0,0.215,,,
TXN00004050,0,0.079,,,
TXN00045177,0,0.295,,,
TXN00033750,0,0.031,,,
TXN00033242,0,0.13,,,
TXN00028669,0,0.058,,,
TXN00032761,0,0.176,,,
TXN00038386,0,0.056,,,
TXN00048705,0,0.139,,,
TXN00002067,1,0.748,friendly_fraud,ml_model,18.05403471247507
TXN00025022,0,0.094,,,
TXN00023019,0,0.223,,,
TXN00007102,0,0.239,,,
TXN00010199,0,0.084,,,
TXN00000729,1,1.0,account_takeover,manual_review,6.021551701702654
TXN00019047,0,0.279,,,
TXN00002466,0,0.139,,,
TXN00022165,0,0.097,,,
TXN00031181,0,0.013,,,
TXN00010819,0,0.069,,,
TXN00025515,0,0.127,,,
TXN00020041,0,0.087,,,
TXN00039819,0,0.171,,,
TXN00026653,0,0.287,,,
TXN00005152,0,0.204,,,
TXN00044027,0,0.133,,,
TXN00021422,0,0.169,,,
TXN00012509,0,0.181,,,
TXN00016376,0,0.148,,,
TXN00001439,0,0.11,,,
TXN00040592,0,0.117,,,
TXN00048149,0,0.046,,,
TXN00034382,0,0.108,,,
TXN00010780,0,0.2,,,
TXN00042032,0,0.159,,,
TXN00010913,0,0.165,,,
TXN00010774,0,0.019,,,
TXN00024566,0,0.064,,,
TXN00003083,0,0.09,,,
TXN00042184,0,0.093,,,
TXN00016958,0,0.077,,,
TXN00033621,0,0.065,,,
TXN00047486,0,0.18,,,
TXN00031703,0,0.175,,,
TXN00036890,0,0.02,,,
TXN00042813,0,0.182,,,
TXN00034851,1,0.708,synthetic_identity,customer_report,7.535034020594457
TXN00038996,0,0.247,,,
TXN00049076,0,0.057,,,
TXN00013130,0,0.232,,,
TXN00028507,0,0.241,,,
TXN00045787,0,0.232,,,
TXN00049272,0,0.136,,,
TXN00021236,0,0.032,,,
TXN00035921,0,0.078,,,
TXN00025074,0,0.279,,,
TXN00046054,0,0.216,,,
TXN00023042,0,0.245,,,
TXN00045342,0,0.208,,,
TXN00010077,0,0.176,,,
TXN00002112,0,0.134,,,
TXN00015199,0,0.226,,,
TXN00018067,0,0.056,,,
TXN00001906,0,0.124,,,
TXN00039118,0,0.274,,,
TXN00004371,0,0.044,,,
TXN00044191,0,0.291,,,
TXN00003348,0,0.088,,,
TXN00048522,1,0.908,stolen_card,ml_model,27.54761305176364
TXN00028354,0,0.084,,,
TXN00027173,0,0.064,,,
TXN00045903,1,0.609,chargeback_fraud,ml_model,38.526668071378964
TXN00018169,0,0.007,,,
TXN00019798,0,0.014,,,
TXN00037045,0,0.235,,,
TXN00008811,0,0.005,,,
TXN00038576,0,0.234,,,
TXN00036549,0,0.276,,,
TXN00005169,0,0.143,,,
TXN00008658,0,0.148,,,
TXN00003290,0,0.035,,,
TXN00031859,0,0.181,,,
TXN00047447,0,0.212,,,
TXN00008231,0,0.2,,,
TXN00040374,0,0.282,,,
TXN00016068,0,0.111,,,
TXN00049050,0,0.124,,,
TXN00006403,0,0.073,,,
TXN00030658,0,0.237,,,
TXN00039100,0,0.294,,,
TXN00026002,0,0.228,,,
TXN00031640,0,0.278,,,
TXN00002492,0,0.3,,,
TXN00035146,0,0.011,,,
TXN00019675,0,0.119,,,
TXN00015010,0,0.276,,,
TXN00011913,0,0.232,,,
TXN00040005,0,0.22,,,
TXN00013971,0,0.084,,,
TXN00014699,0,0.172,,,
TXN00036519,0,0.079,,,
TXN00032994,0,0.153,,,
TXN00008992,0,0.136,,,
TXN00033297,0,0.139,,,
TXN00005261,0,0.293,,,
TXN00017053,0,0.06,,,
TXN00016823,0,0.215,,,
TXN00012648,0,0.179,,,
TXN00031019,0,0.138,,,
TXN00028356,0,0.125,,,
TXN00017371,0,0.036,,,
TXN00005881,0,0.078,,,
TXN00044764,0,0.022,,,
TXN00014276,0,0.161,,,
TXN00035543,0,0.211,,,
TXN00038686,0,0.123,,,
TXN00004962,0,0.262,,,
TXN00022299,0,0.268,,,
TXN00045874,0,0.025,,,
TXN00032683,0,0.216,,,
TXN00001894,0,0.037,,,
TXN00046810,0,0.013,,,
TXN00004881,0,0.119,,,
TXN00026812,0,0.215,,,
TXN00004723,0,0.144,,,
TXN00039855,0,0.205,,,
TXN00044099,0,0.211,,,
TXN00019696,0,0.039,,,
TXN00032577,0,0.201,,,
TXN00002093,0,0.268,,,
TXN00023464,0,0.025,,,
TXN00003261,0,0.05,,,
TXN00013583,0,0.233,,,
TXN00028899,0,0.295,,,
TXN00042537,0,0.253,,,
TXN00048857,0,0.077,,,
TXN00021038,0,0.135,,,
TXN00035468,0,0.183,,,
TXN00046802,0,0.085,,,
TXN00044614,0,0.131,,,
TXN00038450,0,0.28,,,
TXN00034347,1,0.632,account_takeover,ml_model,12.067486079297964
TXN00041953,0,0.112,,,
TXN00019002,0,0.199,,,
TXN00002073,0,0.136,,,
TXN00015886,0,0.254,,,
TXN00023506,0,0.022,,,
TXN00019027,0,0.219,,,
TXN00047577,0,0.111,,,
TXN00035749,0,0.285,,,
TXN00014904,0,0.298,,,
TXN00006095,0,0.012,,,
TXN00010673,0,0.017,,,
TXN00029602,0,0.102,,,
TXN00005195,0,0.233,,,
TXN00009080,0,0.013,,,
TXN00014233,0,0.107,,,
TXN00023124,0,0.034,,,
TXN00000896,0,0.012,,,
TXN00039136,0,0.029,,,
TXN00023700,0,0.145,,,
TXN00046065,0,0.138,,,
TXN00002878,0,0.177,,,
TXN00019601,0,0.087,,,
TXN00028185,0,0.189,,,
TXN00022320,0,0.204,,,
TXN00013889,0,0.257,,,
TXN00023617,0,0.117,,,
TXN00011268,0,0.252,,,
TXN00025771,0,0.289,,,
TXN00042947,0,0.205,,,
TXN00033855,0,0.118,,,
TXN00009728,0,0.067,,,
TXN00013101,0,0.049,,,
TXN00011122,0,0.044,,,
TXN00022610,0,0.013,,,
TXN00003656,0,0.258,,,
TXN00041518,0,0.286,,,
TXN00045672,0,0.09,,,
TXN00041683,0,0.238,,,
TXN00015909,0,0.112,,,
TXN00014309,0,0.069,,,
TXN00043071,0,0.023,,,
TXN00012386,0,0.219,,,
TXN00003051,0,0.094,,,
TXN00044262,0,0.149,,,
TXN00030714,0,0.024,,,
TXN00040835,0,0.192,,,
TXN00016386,0,0.166,,,
TXN00032235,0,0.078,,,
TXN00049819,0,0.009,,,
TXN00016135,0,0.121,,,
TXN00029435,0,0.099,,,
TXN00028388,0,0.035,,,
TXN00025295,0,0.215,,,
TXN00027473,0,0.214,,,
TXN00010206,0,0.164,,,
TXN00028524,0,0.08,,,
TXN00001821,0,0.031,,,
TXN00012880,0,0.114,,,
TXN00014978,0,0.242,,,
TXN00033351,0,0.08,,,
TXN00044963,0,0.292,,,
TXN00045467,0,0.144,,,
TXN00000855,0,0.056,,,
TXN00005653,0,0.083,,,
TXN00032709,0,0.172,,,
TXN00036645,0,0.044,,,
TXN00028705,0,0.028,,,
TXN00007049,0,0.172,,,
TXN00026385,0,0.178,,,
TXN00004908,0,0.002,,,
TXN00047207,0,0.237,,,
TXN00001411,0,0.254,,,
TXN00006882,0,0.229,,,
TXN00042677,0,0.283,,,
TXN00009609,0,0.198,,,
TXN00016821,0,0.03,,,
TXN00025717,0,0.169,,,
TXN00027681,0,0.214,,,
TXN00000945,0,0.218,,,
TXN00034278,0,0.157,,,
TXN00019221,0,0.099,,,
TXN00031274,0,0.224,,,
TXN00013120,0,0.075,,,
TXN00034119,0,0.115,,,
TXN00008323,0,0.037,,,
TXN00045201,0,0.252,,,
TXN00000607,0,0.264,,,
TXN00020509,0,0.006,,,
TXN00020534,0,0.209,,,
TXN00037816,0,0.269,,,
TXN00031618,0,0.087,,,
TXN00007833,0,0.167,,,
TXN00004978,0,0.24,,,
TXN00011715,0,0.134,,,
TXN00015583,0,0.06,,,
TXN00043083,0,0.007,,,
TXN00025790,0,0.043,,,
TXN00041237,0,0.033,,,
TXN00003258,0,0.15,,,
TXN00042934,0,0.104,,,
TXN00011613,0,0.058,,,
TXN00006088,0,0.147,,,
TXN00002293,0,0.114,,,
TXN00031287,0,0.038,,,
TXN00009474,0,0.241,,,
TXN00040855,0,0.163,,,
TXN00027746,0,0.023,,,
TXN00049544,0,0.289,,,
TXN00021716,0,0.25,,,
TXN00008442,0,0.052,,,
TXN00023599,0,0.028,,,
TXN00011193,0,0.04,,,
TXN00025523,0,0.15,,,
TXN00012040,0,0.082,,,
TXN00018777,0,0.016,,,
TXN00042204,0,0.055,,,
TXN00006887,0,0.054,,,
TXN00008194,0,0.027,,,
TXN00029046,0,0.073,,,
TXN00030656,0,0.189,,,
TXN00049450,0,0.013,,,
TXN00035420,0,0.041,,,
TXN00043673,0,0.141,,,
TXN00029353,0,0.149,,,
TXN00004592,0,0.222,,,
TXN00012492,0,0.249,,,
TXN00047976,0,0.002,,,
TXN00023991,0,0.052,,,
TXN00002883,0,0.141,,,
TXN00049288,0,0.024,,,
TXN00045845,0,0.03,,,
TXN00018375,0,0.001,,,
TXN00040945,0,0.201,,,
TXN00018612,0,0.101,,,
TXN00012856,0,0.031,,,
TXN00018015,0,0.261,,,
TXN00019720,0,0.289,,,
TXN00035488,0,0.291,,,
TXN00047374,0,0.232,,,
TXN00003640,0,0.198,,,
TXN00024029,0,0.007,,,
TXN00007010,0,0.009,,,
TXN00048862,0,0.067,,,
TXN00046455,0,0.288,,,
TXN00032824,0,0.262,,,
TXN00007285,0,0.021,,,
TXN00026344,0,0.121,,,
TXN00027954,0,0.107,,,
TXN00042658,0,0.189,,,
TXN00018338,0,0.001,,,
TXN00035305,0,0.242,,,
TXN00010606,0,0.135,,,
TXN00032238,0,0.23,,,
TXN00015587,0,0.039,,,
TXN00049369,0,0.049,,,
TXN00006285,0,0.129,,,
TXN00046044,0,0.217,,,
TXN00038774,0,0.22,,,
TXN00033000,0,0.251,,,
TXN00032546,0,0.176,,,
TXN00032543,0,0.005,,,
TXN00043610,0,0.104,,,
TXN00016015,0,0.252,,,
TXN00029019,0,0.098,,,
TXN00037910,0,0.263,,,
TXN00025096,0,0.204,,,
TXN00020654,0,0.269,,,
TXN00030858,0,0.134,,,
TXN00000901,0,0.121,,,
TXN00025094,0,0.035,,,
TXN00021279,0,0.152,,,
TXN00030412,0,0.291,,,
TXN00027960,0,0.17,,,
TXN00009328,0,0.092,,,
TXN00040388,0,0.256,,,
TXN00037723,0,0.262,,,
TXN00029223,0,0.253,,,
TXN00033153,0,0.137,,,
TXN00035451,0,0.133,,,
TXN00047601,0,0.235,,,
TXN00046842,0,0.14,,,
TXN00010933,0,0.281,,,
TXN00020416,0,0.124,,,
TXN00027669,0,0.084,,,
TXN00017807,0,0.048,,,
TXN00018184,0,0.232,,,
TXN00010629,0,0.22,,,
TXN00001667,0,0.219,,,
TXN00010602,0,0.014,,,
TXN00020087,0,0.277,,,
TXN00040574,0,0.192,,,
TXN00036160,0,0.237,,,
TXN00044439,0,0.09,,,
TXN00039497,0,0.212,,,
TXN00045781,0,0.262,,,
TXN00014973,0,0.217,,,
TXN00011168,0,0.05,,,
TXN00012587,0,0.214,,,
TXN00049016,0,0.137,,,
TXN00021280,0,0.03,,,
TXN00029138,0,0.179,,,
TXN00004283,0,0.201,,,
TXN00027993,0,0.007,,,
TXN00004473,0,0.208,,,
TXN00007738,0,0.127,,,
TXN00020835,0,0.114,,,
TXN00049300,0,0.216,,,
TXN00002651,0,0.283,,,
TXN00014524,0,0.124,,,
TXN00028092,0,0.109,,,
TXN00026972,0,0.246,,,
TXN00011732,0,0.278,,,
TXN00014016,0,0.228,,,
TXN00045701,0,0.002,,,
TXN00006375,0,0.033,,,
TXN00014489,0,0.149,,,
TXN00020820,0,0.293,,,
TXN00025298,0,0.09,,,
TXN00022657,0,0.288,,,
TXN00040530,0,0.226,,,
TXN00003825,0,0.216,,,
TXN00030389,0,0.12,,,
TXN00028983,0,0.033,,,
TXN00045304,0,0.109,,,
TXN00036197,0,0.15,,,
TXN00033604,0,0.268,,,
TXN00043579,0,0.245,,,
TXN00028231,0,0.108,,,
TXN00009321,0,0.068,,,
TXN00004578,0,0.157,,,
TXN00005167,0,0.296,,,
TXN00019863,0,0.003,,,
TXN00026855,0,0.043,,,
TXN00020724,0,0.234,,,
TXN00007997,0,0.076,,,
TXN00007597,0,0.049,,,
TXN00023895,0,0.016,,,
TXN00002780,0,0.211,,,
TXN00006199,0,0.01,,,
TXN00038845,0,0.242,,,
TXN00008406,0,0.271,,,
TXN00023555,0,0.032,,,
TXN00011112,0,0.002,,,
TXN00012249,0,0.273,,,
TXN00000622,0,0.266,,,
TXN00044465,0,0.006,,,
TXN00030907,0,0.104,,,
TXN00014266,0,0.214,,,
TXN00032056,0,0.087,,,
TXN00035057,1,0.728,friendly_fraud,manual_review,1.0330190123771261
TXN00007887,0,0.145,,,
TXN00041691,0,0.104,,,
TXN00048368,0,0.028,,,
TXN00041353,0,0.036,,,
TXN00036141,0,0.088,,,
TXN00036963,0,0.008,,,
TXN00035335,0,0.073,,,
TXN00008759,0,0.007,,,
TXN00047433,0,0.151,,,
TXN00027135,0,0.219,,,
TXN00004485,0,0.212,,,
TXN00043350,0,0.258,,,
TXN00042954,0,0.029,,,
TXN00021936,0,0.202,,,
TXN00006923,0,0.245,,,
TXN00015606,0,0.276,,,
TXN00022137,0,0.237,,,
TXN00004062,0,0.159,,,
TXN00026954,0,0.135,,,
TXN00022056,0,0.115,,,
TXN00016032,0,0.232,,,
TXN00007434,0,0.236,,,
TXN00025573,0,0.27,,,
TXN00033883,0,0.01,,,
TXN00028085,0,0.262,,,
TXN00015796,0,0.011,,,
TXN00036822,0,0.141,,,
TXN00046901,0,0.211,,,
TXN00025546,0,0.14,,,
TXN00009874,0,0.179,,,
TXN00003541,0,0.082,,,
TXN00037690,0,0.127,,,
TXN00007179,0,0.108,,,
TXN00037718,0,0.068,,,
TXN00006182,0,0.004,,,
TXN00000853,0,0.162,,,
TXN00023964,0,0.134,,,
TXN00012684,0,0.033,,,
TXN00010736,0,0.193,,,
TXN00025416,0,0.146,,,
TXN00043805,0,0.241,,,
TXN00035501,0,0.051,,,
TXN00045057,0,0.202,,,
TXN00003520,0,0.004,,,
TXN00037343,0,0.195,,,
TXN00036709,0,0.148,,,
TXN00046390,0,0.236,,,
TXN00036087,0,0.168,,,
TXN00024527,0,0.115,,,
TXN00046671,0,0.177,,,
TXN00007982,0,0.008,,,
TXN00048953,0,0.109,,,
TXN00005437,0,0.124,,,
TXN00003496,0,0.121,,,
TXN00014070,0,0.23,,,
TXN00007610,0,0.18,,,
TXN00013944,0,0.044,,,
TXN00022643,0,0.139,,,
TXN00005871,0,0.135,,,
TXN00021428,0,0.285,,,
TXN00015705,0,0.032,,,
TXN00001362,0,0.069,,,
TXN00037634,0,0.159,,,
TXN00003992,0,0.111,,,
TXN00048512,0,0.125,,,
TXN00009336,0,0.22,,,
TXN00041173,0,0.149,,,
TXN00036266,0,0.175,,,
TXN00007437,0,0.157,,,
TXN00014795,0,0.135,,,
TXN00046917,0,0.253,,,
TXN00002527,0,0.232,,,
TXN00024117,0,0.037,,,
TXN00012084,0,0.109,,,
TXN00025723,0,0.05,,,
TXN00026119,0,0.216,,,
TXN00015154,0,0.073,,,
TXN00034486,0,0.139,,,
TXN00033057,0,0.091,,,
TXN00021377,0,0.196,,,
TXN00039218,0,0.136,,,
TXN00029175,0,0.254,,,
TXN00036468,0,0.013,,,
TXN00012015,0,0.015,,,
TXN00029525,0,0.291,,,
TXN00035258,0,0.191,,,
TXN00017916,0,0.208,,,
TXN00009788,0,0.295,,,
TXN00049746,0,0.23,,,
TXN00006522,0,0.226,,,
TXN00009918,0,0.285,,,
TXN00024364,0,0.038,,,
TXN00005016,0,0.287,,,
TXN00018968,0,0.144,,,
TXN00013255,0,0.092,,,
TXN00023514,0,0.085,,,
TXN00005847,0,0.059,,,
TXN00021354,0,0.294,,,
TXN00018628,0,0.014,,,
TXN00009040,0,0.15,,,
TXN00005790,0,0.177,,,
TXN00001556,0,0.09,,,
TXN00041877,0,0.088,,,
TXN00005684,0,0.151,,,
TXN00019757,0,0.234,,,
TXN00002659,0,0.085,,,
TXN00032340,0,0.138,,,
TXN00039308,0,0.034,,,
TXN00012486,0,0.006,,,
TXN00016277,0,0.025,,,
TXN00015482,0,0.19,,,
TXN00045514,0,0.024,,,
TXN00012234,0,0.25,,,
TXN00029198,0,0.071,,,
TXN00021129,0,0.134,,,
TXN00013730,0,0.199,,,
TXN00046430,0,0.191,,,
TXN00012356,0,0.2,,,
TXN00036171,0,0.268,,,
TXN00003443,0,0.068,,,
TXN00000643,0,0.065,,,
TXN00043257,0,0.15,,,
TXN00013716,0,0.245,,,
TXN00030513,0,0.178,,,
TXN00029032,0,0.013,,,
TXN00034061,0,0.069,,,
TXN00030360,0,0.284,,,
TXN00005938,0,0.226,,,
TXN00046269,0,0.164,,,
TXN00039912,0,0.143,,,
TXN00018250,0,0.269,,,
TXN00027531,0,0.153,,,
TXN00031379,0,0.065,,,
TXN00031212,0,0.005,,,
TXN00043973,0,0.165,,,
TXN00011469,0,0.106,,,
TXN00000562,0,0.141,,,
TXN00041862,0,0.218,,,
TXN00028692,0,0.259,,,
TXN00042245,0,0.055,,,
TXN00045053,0,0.165,,,
TXN00013750,0,0.061,,,
TXN00036511,0,0.036,,,
TXN00030177,0,0.274,,,
TXN00044269,0,0.117,,,
TXN00030540,0,0.11,,,
TXN00021669,0,0.22,,,
TXN00014480,0,0.128,,,
TXN00017186,0,0.027,,,
TXN00007499,0,0.287,,,
TXN00025910,0,0.223,,,
TXN00028755,0,0.118,,,
TXN00035193,0,0.151,,,
TXN00042098,0,0.061,,,
TXN00000014,0,0.248,,,
TXN00028386,0,0.047,,,
TXN00047712,0,0.253,,,
TXN00002182,0,0.192,,,
TXN00035172,0,0.252,,,
TXN00049249,0,0.048,,,
TXN00038737,0,0.173,,,
TXN00003746,0,0.291,,,
TXN00012477,0,0.294,,,
TXN00032745,1,0.803,account_takeover,manual_review,62.13600182390124
TXN00025348,0,0.105,,,
TXN00044549,0,0.264,,,
TXN00041590,0,0.274,,,
TXN00033978,0,0.033,,,
TXN00028734,0,0.028,,,
TXN00018314,0,0.087,,,
TXN00012759,0,0.205,,,
TXN00008650,0,0.186,,,
TXN00012922,0,0.289,,,
TXN00049981,0,0.285,,,
TXN00031133,0,0.012,,,
TXN00049354,0,0.082,,,
TXN00013302,0,0.174,,,
TXN00021205,0,0.12,,,
TXN00047444,0,0.29,,,
TXN00001872,0,0.242,,,
TXN00032904,0,0.115,,,
TXN00026715,0,0.22,,,
TXN00024430,0,0.034,,,
TXN00039728,0,0.206,,,
TXN00030407,0,0.299,,,
TXN00048843,0,0.276,,,
TXN00032220,0,0.059,,,
TXN00045947,0,0.246,,,
TXN00036439,0,0.281,,,
TXN00023860,0,0.045,,,
TXN00022385,0,0.065,,,
TXN00040749,0,0.244,,,
TXN00042692,0,0.233,,,
TXN00044097,0,0.091,,,
TXN00016869,0,0.077,,,
TXN00029750,0,0.078,,,
TXN00033024,0,0.05,,,
TXN00048508,0,0.068,,,
TXN00005453,0,0.063,,,
TXN00046163,0,0.283,,,
TXN00037001,0,0.069,,,
TXN00025531,0,0.238,,,
TXN00040739,0,0.133,,,
TXN00001233,0,0.192,,,
TXN00040622,0,0.014,,,
TXN00027616,0,0.204,,,
TXN00026396,0,0.148,,,
TXN00028217,0,0.07,,,
TXN00020740,0,0.02,,,
TXN00006828,0,0.008,,,
TXN00033221,0,0.289,,,
TXN00037403,0,0.293,,,
TXN00015564,0,0.119,,,
TXN00021568,0,0.134,,,
TXN00027042,0,0.109,,,
TXN00010775,0,0.155,,,
TXN00008880,0,0.277,,,
TXN00048010,0,0.259,,,
TXN00011300,0,0.263,,,
TXN00036914,0,0.118,,,
TXN00020949,0,0.12,,,
TXN00012413,0,0.152,,,
TXN00035863,0,0.058,,,
TXN00032884,0,0.163,,,
TXN00027271,0,0.283,,,
TXN00008083,0,0.196,,,
TXN00030027,0,0.181,,,
TXN00010986,0,0.035,,,
TXN00043262,0,0.128,,,
TXN00008857,0,0.288,,,
TXN00008674,0,0.067,,,
TXN00030445,0,0.019,,,
TXN00048621,0,0.031,,,
TXN00003120,0,0.026,,,
TXN00044808,0,0.156,,,
TXN00010242,0,0.227,,,
TXN00029129,0,0.076,,,
TXN00004543,0,0.103,,,
TXN00015189,1,0.744,account_takeover,ml_model,1.9621561010764927
TXN00026966,0,0.291,,,
TXN00044648,0,0.245,,,
TXN00010645,0,0.201,,,
TXN00041024,0,0.06,,,
TXN00041791,0,0.219,,,
TXN00048041,0,0.001,,,
TXN00027975,0,0.04,,,
TXN00019532,0,0.018,,,
TXN00025485,0,0.13,,,
TXN00036346,0,0.169,,,
TXN00036457,0,0.197,,,
TXN00037016,0,0.009,,,
TXN00032398,0,0.191,,,
TXN00041018,0,0.158,,,
TXN00040869,0,0.132,,,
