id_card_id,submission_date,id_type,issuing_country,image_sharpness,brightness_score,contrast_score,hologram_detected,hologram_confidence,microprint_quality,uv_features_detected,uv_confidence,ocr_confidence,font_consistency_score,text_alignment_score,face_detected,face_detection_confidence,face_quality_score,face_symmetry_score,edge_consistency,lighting_consistency,color_histogram_score,template_match_score,is_expired,document_age_years,is_fraudulent,fraud_type
ID002427,2022-07-15,state_id,France,1.0,0.863,0.609,False,0.9255,0.9386,True,0.7916,0.9728,0.975,0.9831,True,0.9107,0.8375,0.8846,0.9823,0.8231,0.9342,0.9264,False,7.13,0,
ID002428,2024-03-26,state_id,Italy,0.7565,0.8061,0.6147,False,0.27,0.3358,False,0.1532,0.5716,0.911,0.7259,True,0.9688,0.816,0.7612,0.9234,0.0192,0.3305,0.4869,False,2.63,1,expired_genuine
ID002429,2022-01-26,national_id,France,0.8971,0.7224,0.7337,False,0.8841,0.7789,True,0.7782,0.8967,0.8487,1.0,False,0.0,0.0,0.7065,0.8789,0.9283,0.8211,0.8944,False,2.87,0,
ID002430,2022-12-31,drivers_license,Germany,0.904,0.9234,0.8859,True,0.845,0.7537,True,0.8134,0.9068,0.839,0.9643,True,0.9299,0.9065,0.758,0.8418,0.9373,0.9274,0.8378,False,7.26,0,
ID002431,2023-05-04,state_id,France,0.894,0.9121,0.8552,True,0.8633,0.804,True,0.9074,0.9342,0.7624,0.9506,False,0.0,0.0,0.7555,0.9128,0.9868,0.7592,0.846,False,0.09,0,
ID002432,2022-11-07,passport,Australia,0.7655,0.7797,0.7854,False,1.0,0.7153,True,0.9434,0.9039,0.8855,0.9121,True,0.8691,0.75,0.7707,0.8634,0.7782,0.9717,0.875,False,4.84,0,
ID002433,2023-02-22,national_id,Spain,0.9716,0.7291,0.7734,False,0.8936,0.5534,False,0.7973,0.9334,0.8839,0.7281,True,0.8486,0.6869,0.8638,0.8315,1.0,0.7064,0.9837,False,5.65,0,
ID002434,2023-06-24,drivers_license,Spain,0.6693,0.7645,0.6366,True,0.9384,0.8178,True,0.9761,0.91,0.917,0.8585,True,0.8963,0.7893,0.7737,0.9171,0.8323,0.83,1.0,False,7.88,0,
ID002435,2025-05-06,drivers_license,UK,0.7599,0.8148,0.8254,True,0.9854,0.9075,True,0.8709,1.0,0.8646,0.9302,True,0.9148,0.7828,0.7045,0.8971,0.8716,0.8263,0.9372,False,1.51,0,
ID002436,2023-04-01,passport,Canada,0.6478,0.7599,0.6713,True,0.5576,0.4129,False,0.4862,0.6439,0.613,0.6248,True,0.9181,0.8026,0.8283,0.7912,0.312,0.5867,0.8275,False,1.93,1,synthetic_id
ID002437,2023-11-25,national_id,Canada,0.9301,0.8514,0.5838,True,0.8529,1.0,False,0.8929,0.8474,0.861,0.8481,True,0.9965,0.6791,0.9546,0.9453,1.0,0.8933,0.8356,False,1.1,0,
ID002438,2022-03-08,state_id,Canada,0.9942,0.8045,0.9865,False,0.9059,0.9156,True,0.6382,0.9582,0.9338,0.8512,True,1.0348,0.7807,0.7413,0.9447,0.7319,0.8477,0.9904,False,0.46,0,
ID002439,2024-09-01,national_id,Australia,0.8384,0.8511,0.7837,True,0.8702,0.8351,True,0.8883,0.9332,0.7853,0.7792,True,0.9712,0.8046,0.8344,0.8724,0.8373,0.6633,1.0,False,5.64,0,
ID002440,2024-12-25,passport,Germany,0.6549,0.983,0.8451,False,0.8888,0.8701,True,0.8332,1.0,0.9344,0.8442,True,0.9221,0.8156,0.8078,1.0,0.8712,0.7229,0.9343,False,6.33,0,
ID002441,2023-05-15,state_id,Italy,0.7617,0.8961,0.7498,True,0.7565,0.7224,True,0.8741,0.8724,0.9879,0.9142,True,0.9495,0.8688,0.9183,0.9333,0.7865,0.9661,0.9477,False,8.69,0,
ID002442,2023-11-01,state_id,USA,0.9339,0.6829,0.7608,True,0.7771,0.5514,True,0.9258,1.0,0.9389,0.9104,True,0.9442,0.8355,1.0,0.9984,0.8073,0.9509,0.9838,False,7.22,0,
ID002443,2022-02-03,state_id,Italy,0.8231,0.8659,1.0,False,0.9811,0.7533,True,0.9459,1.0,0.8384,0.8783,True,0.9257,0.9224,0.8372,0.846,0.9582,0.7195,0.9211,False,7.7,0,
ID002444,2024-03-16,state_id,Spain,0.874,0.6216,0.84,False,0.8305,0.9719,True,0.762,0.927,0.87,0.8353,True,0.9589,0.7882,1.0,0.7518,0.9168,0.8315,0.907,False,8.65,0,
ID002445,2025-08-18,national_id,USA,0.8652,0.8243,0.7721,True,0.8941,0.9358,True,0.855,0.8444,0.8927,0.8146,False,0.0,0.0,0.3984,0.8927,0.7786,0.8069,0.9353,False,0.65,0,
ID002446,2025-04-28,passport,USA,0.9059,0.7667,0.99,True,1.0,0.7344,False,0.7397,0.9787,0.9181,0.9241,False,0.0,0.0,0.5321,0.8807,0.829,0.8704,0.8353,False,1.65,0,
ID002447,2025-05-30,passport,Germany,0.65,0.7435,0.7752,True,0.9526,0.6638,True,0.9667,0.9648,0.9732,0.8459,True,0.919,0.7513,0.9165,0.8654,0.7873,0.8046,0.9323,False,3.39,0,
ID002448,2023-04-19,passport,Spain,0.7772,0.6849,0.7767,False,1.0,0.8891,True,0.965,0.863,0.7637,0.9053,True,1.0327,0.7815,0.8781,0.7801,0.8625,0.8275,0.7844,False,2.95,0,
ID002449,2023-12-16,state_id,France,0.7826,0.6562,0.766,True,0.8375,0.765,True,0.9753,0.8843,1.0,0.8199,True,0.9641,0.7299,1.0,0.9758,0.9274,1.0,0.9622,False,2.14,0,
ID002450,2022-03-31,national_id,France,0.7706,1.0,0.6698,True,0.7586,0.7078,False,0.752,0.9513,1.0,0.9724,True,0.9517,0.831,0.8215,0.9174,0.8412,0.8589,0.8655,False,5.07,0,
ID002451,2025-01-27,national_id,Australia,0.989,0.8219,0.8892,True,0.8062,0.6111,True,0.9113,0.8566,0.9395,1.0,True,0.8462,0.6021,0.7965,0.9467,0.9725,0.9209,0.9273,False,9.94,0,
ID002452,2024-03-26,passport,Canada,0.6964,0.9051,0.7958,True,0.9106,1.0,True,0.9927,0.9123,0.9995,0.7262,True,0.9652,0.8827,0.9265,0.8544,0.8944,0.9256,0.7706,False,1.25,0,
ID002453,2022-04-18,state_id,Spain,0.7922,0.797,0.7283,False,0.9206,0.7307,True,0.8125,0.999,0.9104,0.9404,True,0.8922,0.8577,0.9045,0.8224,0.8655,0.7979,0.9263,False,3.48,0,
ID002454,2023-09-27,drivers_license,Italy,0.7685,0.6811,0.9421,False,0.8225,0.8516,True,0.823,0.9182,0.9808,0.8941,True,0.8939,0.7736,0.9388,0.9238,0.943,0.8161,0.8262,False,1.04,0,
ID002455,2022-02-02,national_id,UK,0.865,0.781,0.764,True,0.828,0.6822,True,0.875,0.9701,0.8647,1.0,True,0.9021,0.7558,0.9316,0.9335,0.9203,0.9471,0.8541,False,2.14,0,
ID002456,2022-05-19,drivers_license,Spain,0.9876,0.8853,0.8327,True,0.7728,0.8363,False,0.9408,0.9093,0.9715,0.9092,True,0.9546,0.7983,0.7535,0.8602,0.821,0.8975,0.9091,False,5.92,0,
ID002457,2025-03-17,passport,Canada,0.7755,0.3304,0.7821,False,0.0347,0.1868,False,0.7492,0.7077,0.3709,0.3884,True,0.8767,0.3716,0.8254,0.6596,0.7148,0.3189,0.2413,False,2.28,1,altered_text
ID002458,2025-03-07,state_id,France,0.92,0.6741,0.9528,True,0.9102,0.8483,True,0.7988,0.8705,0.8737,0.8098,True,1.0004,0.7557,0.9105,0.9604,0.7807,0.8777,0.8564,False,0.6,0,
ID002459,2025-04-10,state_id,UK,0.687,0.4275,0.6532,False,0.3448,0.1779,False,0.0549,0.4815,0.4587,0.7176,True,0.8718,0.5984,0.7175,0.7501,0.3601,0.5509,0.4005,False,2.92,1,template_mismatch
ID002460,2025-03-24,state_id,France,0.8668,0.6827,0.7179,True,0.973,0.7798,True,0.8348,0.8513,0.9312,0.9713,True,1.0162,0.7852,0.9216,0.8833,0.9392,0.8396,0.8606,False,5.24,0,
ID002461,2025-02-08,national_id,Italy,0.895,0.9034,0.8573,False,0.8478,0.7472,True,0.8343,0.9114,0.9893,1.0,True,1.0306,0.7949,0.954,0.9095,0.7629,0.6916,0.8906,False,0.98,0,
ID002462,2024-02-06,drivers_license,Canada,1.0,0.7376,0.9565,True,0.9274,0.6221,True,0.8166,0.9462,0.9025,0.8831,True,0.9096,0.7587,0.8453,1.0,0.7783,0.7918,0.9117,False,5.79,0,
ID002463,2025-01-15,drivers_license,UK,0.7939,0.7015,0.9133,True,0.8459,0.8063,False,0.8132,1.0,0.8006,0.9349,True,0.9835,0.7562,0.9185,0.8781,0.9333,0.7431,0.9262,False,9.6,0,
ID002464,2023-03-21,passport,Italy,0.7494,1.0,0.7216,False,0.843,0.8274,True,0.8649,1.0,0.9708,0.913,True,0.9918,0.8646,0.816,0.924,0.8661,0.7557,0.9858,False,1.35,0,
ID002465,2023-08-16,passport,Canada,1.0,0.8001,0.8841,True,0.7953,0.7858,True,0.8793,0.8972,0.9127,0.9004,True,0.9435,0.755,0.9363,0.9027,0.8001,0.7595,0.8482,False,3.44,0,
ID002466,2024-02-10,passport,France,0.7872,0.9083,0.8705,False,0.7373,0.8797,True,0.8456,0.895,0.8831,0.7733,True,0.9487,0.7032,0.842,0.8656,0.9293,0.844,0.9524,False,9.83,0,
ID002467,2023-04-04,national_id,Canada,0.7815,0.856,0.8328,False,0.9596,0.8602,False,0.8069,0.9733,0.9203,0.8384,True,0.9873,0.9167,0.7977,0.8391,0.8712,0.8046,0.8906,False,5.9,0,
ID002468,2025-11-11,drivers_license,Spain,0.7628,0.8335,0.8722,True,0.8623,0.7121,False,0.9491,0.8991,0.9369,0.7381,True,1.0001,0.7615,0.9776,0.9329,0.7314,0.8646,1.0,False,7.16,0,
ID002469,2022-10-11,national_id,Italy,0.9586,0.7842,0.7223,True,0.9093,0.8274,True,0.895,0.9699,0.9282,0.8724,True,0.9375,0.8782,0.7529,0.8409,1.0,0.7923,0.9507,False,2.81,0,
ID002470,2025-10-09,national_id,UK,0.8559,0.7392,0.7111,True,0.7841,0.9375,True,0.8372,0.9235,0.8323,0.8335,True,0.9093,0.8023,0.7373,0.9663,0.8585,0.8602,0.9649,False,2.81,0,
ID002471,2024-06-25,drivers_license,Germany,0.8912,0.876,0.8947,True,0.915,0.9638,False,0.9041,0.9222,1.0,0.9228,False,0.0,0.0,0.7533,0.8549,0.8629,0.726,0.8191,False,4.7,0,
ID002472,2023-08-06,passport,Canada,0.8978,0.6651,0.7771,False,0.9456,0.9032,True,0.9558,0.7988,0.9207,0.8594,True,0.9894,0.9776,0.7653,0.8911,0.9349,0.8062,1.0,False,2.19,0,
ID002473,2022-09-20,state_id,Italy,0.8534,0.7815,0.8397,False,0.9098,0.6174,True,0.7896,0.9957,1.0,0.7779,True,0.8763,0.9064,1.0,0.9054,0.8698,0.7691,0.9708,False,7.59,0,
ID002474,2024-03-26,national_id,Italy,0.9691,0.7932,0.8119,False,0.9186,0.7808,True,0.7131,0.9279,0.8777,0.8186,False,0.0,0.0,0.8733,1.0,0.7773,0.8597,0.8861,False,5.27,0,
ID002475,2023-05-03,drivers_license,Australia,0.9645,0.8994,0.7815,True,0.9025,0.8713,False,0.9686,0.8607,0.9624,0.9277,True,0.9146,0.9604,0.7183,1.0,0.9785,0.8206,0.8846,False,0.66,0,
ID002476,2022-06-23,drivers_license,Italy,0.9244,0.8154,0.9584,True,0.8387,0.8941,True,0.8102,0.8098,0.8285,0.8899,True,1.0361,0.784,0.8565,0.9243,0.8061,0.7916,0.9143,False,2.91,0,
ID002477,2022-02-07,state_id,Italy,0.9834,0.7838,0.8976,True,0.8214,0.6707,True,0.9551,0.8644,0.955,0.8138,True,0.929,0.8141,0.8679,0.845,0.9248,0.9343,0.9833,False,1.77,0,
ID002478,2024-01-31,drivers_license,Spain,0.9078,0.7975,0.9182,True,0.9437,1.0,False,0.916,1.0,0.9043,0.992,False,0.0,0.0,0.9057,0.88,0.798,0.7887,0.9349,False,3.75,0,
ID002479,2024-11-07,national_id,Spain,0.891,0.7132,0.8758,True,0.9027,0.8061,True,0.9585,1.0,0.7525,0.761,True,0.9692,0.9993,0.7611,0.9195,0.7029,0.6547,1.0,False,2.42,0,
ID002480,2025-03-20,national_id,Italy,0.7814,0.8337,0.7202,True,0.8363,0.7333,False,0.8971,0.8891,0.874,0.9209,True,1.0221,1.0,0.9065,0.8838,0.9785,0.9567,0.9629,False,6.13,0,
ID002481,2025-03-22,national_id,UK,0.7786,0.7841,0.9504,False,0.9339,0.8177,True,0.7257,0.8421,0.8683,0.8158,True,0.901,0.6467,0.7615,0.8283,0.8706,0.8056,0.9135,False,2.57,0,
ID002482,2023-10-05,national_id,Germany,0.9475,0.6041,0.2803,False,0.5594,0.1533,False,0.5167,0.7912,0.8745,0.6518,True,0.981,0.5894,0.5439,0.7632,0.2093,0.5131,0.512,False,1.19,1,fake_hologram
ID002483,2022-09-27,national_id,Spain,0.8818,0.9926,0.8342,False,0.8526,0.7541,False,0.7929,1.0,0.8255,0.8469,True,1.0112,0.9453,1.0,0.9651,0.882,0.902,0.8493,False,1.07,0,
ID002484,2025-09-14,drivers_license,Australia,1.0,0.7554,0.8191,True,0.8195,0.7604,True,0.8138,0.8543,0.8815,0.8843,True,0.9198,0.6001,0.8577,0.8867,1.0,0.8427,0.9661,False,7.98,0,
ID002485,2022-05-30,state_id,Spain,0.9833,0.728,0.8875,True,0.8209,0.8044,True,0.7301,1.0,0.9962,0.9781,True,0.9881,1.0,0.8869,1.0,0.8591,0.901,0.9594,False,4.86,0,
ID002486,2025-04-26,national_id,Italy,0.815,0.647,1.0,True,0.9609,0.8826,True,0.8194,0.9405,0.8118,0.862,True,0.8948,0.8562,0.9439,0.8167,0.9252,0.86,0.951,False,1.06,0,
ID002487,2024-08-02,state_id,UK,0.7399,0.7234,0.6834,True,0.7515,0.7904,True,0.8329,0.9336,0.8372,0.9467,True,0.9293,0.861,0.6122,0.8902,0.9308,0.6124,0.912,False,7.1,0,
ID002488,2023-02-24,state_id,USA,0.9646,0.6451,0.9657,True,0.6755,0.7881,True,0.9588,0.9431,0.7965,0.8936,True,0.9593,0.8505,0.8374,0.9499,0.963,0.8246,1.0,False,0.54,0,
ID002489,2024-02-27,passport,France,0.958,0.6851,0.7385,True,0.9233,0.811,True,0.6992,0.9619,0.9317,1.0,True,0.9497,1.0,0.9487,0.7583,0.8628,0.8336,0.9047,False,7.4,0,
ID002490,2024-03-12,national_id,Spain,0.749,0.5067,0.3729,False,0.1015,0.2917,False,0.3919,0.435,0.6157,0.6508,True,0.9316,0.3762,0.6932,0.5215,0.696,0.2744,0.6417,False,2.2,1,fake_hologram
ID002491,2025-10-21,drivers_license,Italy,0.8064,0.7285,0.7564,False,0.8012,1.0,True,0.8449,0.9923,0.9532,0.9351,True,0.9672,1.0,0.9042,0.7654,0.8443,0.7354,0.826,False,3.41,0,
ID002492,2025-03-21,state_id,UK,0.7197,0.8414,0.9168,True,0.8827,0.6815,False,0.8077,0.9705,0.8761,0.8161,True,0.8643,0.7877,0.8138,0.884,0.9029,0.8118,0.9211,False,1.97,0,
ID002493,2024-07-09,state_id,France,0.7596,1.0,0.9106,True,0.9022,0.8036,True,0.978,0.8722,0.9469,0.883,True,0.9269,0.8023,0.9745,0.759,1.0,0.9424,0.9122,False,4.78,0,
ID002494,2024-01-05,national_id,UK,0.9656,0.8939,0.8138,True,0.9236,1.0,False,0.8568,0.9777,0.8699,0.9656,True,0.9853,0.7689,0.9322,0.9477,0.9266,0.8359,0.9837,False,5.04,0,
ID002495,2022-04-18,state_id,Australia,1.0,0.9048,0.8631,True,0.8038,0.7908,True,0.8812,1.0,1.0,0.9295,True,0.9765,0.8499,0.7887,0.8352,0.9468,0.9107,0.873,False,7.54,0,
ID002496,2025-10-31,drivers_license,Spain,0.7044,0.5475,0.7495,False,0.3876,0.1962,False,0.6491,0.768,0.423,0.6428,True,0.9414,0.503,0.692,0.3643,0.6722,0.5188,0.3142,False,0.4,1,printed_copy
ID002497,2023-09-12,state_id,France,0.8469,0.6042,0.6873,False,0.6973,0.8215,True,0.9447,0.9747,0.8104,0.8067,True,0.8749,0.8389,0.944,0.9696,0.7988,0.851,0.8653,False,1.0,0,
ID002498,2024-12-30,drivers_license,Germany,0.7267,0.8292,0.8282,True,0.6872,0.9818,True,0.8207,0.9044,0.9374,0.8759,True,0.9582,0.7156,0.8586,0.7563,0.8386,0.9845,0.8196,False,3.45,0,
ID002499,2022-02-10,state_id,Germany,0.8868,0.8175,0.92,False,0.8814,0.7822,True,0.9992,1.0,0.8294,0.9018,True,0.9472,0.9163,0.7853,0.9793,0.7768,0.8265,0.8418,False,1.84,0,
ID002500,2024-11-15,drivers_license,Canada,0.9499,0.7253,0.9074,False,0.7935,0.7298,True,0.8492,0.9783,0.8791,0.9295,True,0.9972,0.7529,0.748,0.8651,0.9746,0.7587,0.9709,False,7.25,0,
ID002501,2022-03-04,national_id,UK,1.0,0.6442,0.741,False,1.0,0.6488,True,0.8277,0.8883,0.9022,0.9004,False,0.0,0.0,0.607,0.9418,0.9871,0.7819,0.8028,False,6.77,0,
ID002502,2025-05-28,state_id,Italy,0.916,1.0,0.8229,False,0.8664,0.876,True,0.8244,1.0,0.8717,0.8775,True,0.8679,0.8064,0.7894,0.9142,0.7102,0.938,0.8577,False,8.86,0,
ID002503,2023-03-06,national_id,USA,0.8683,0.7203,0.7069,False,0.9381,0.6891,True,0.8829,0.9805,0.8279,0.8275,True,0.9323,0.7413,0.7978,0.8527,0.7906,0.8886,0.9147,False,6.08,0,
ID002504,2025-11-16,drivers_license,Australia,0.7112,0.6782,0.8357,True,0.9953,0.9403,True,0.7952,1.0,0.8776,0.8537,True,0.9447,0.9139,0.8213,0.8621,0.7477,0.8751,0.966,False,3.02,0,
ID002505,2023-11-21,drivers_license,Canada,0.9388,0.8711,0.9686,True,0.7267,0.7277,True,0.8519,0.8565,0.9642,0.7859,True,1.0072,0.7451,0.982,0.8323,0.6474,0.8541,0.9509,False,6.6,0,
ID002506,2022-10-29,drivers_license,Germany,0.7856,0.594,0.8496,True,0.9907,0.8811,True,0.9917,0.8841,0.8918,0.8726,True,0.9521,0.9067,1.0,1.0,1.0,0.9069,0.8895,False,9.19,0,
ID002507,2023-11-12,drivers_license,Italy,0.9235,0.8565,0.9453,False,0.896,0.8695,True,0.679,0.8806,0.9886,0.8243,False,0.0,0.0,0.6398,0.811,0.8002,0.8738,0.9017,False,4.27,0,
ID002508,2025-09-23,national_id,Spain,0.9396,0.6806,0.9846,True,0.9034,0.7073,True,0.8137,0.8074,0.7865,1.0,True,0.905,0.8837,0.8611,0.8912,0.8931,0.6316,0.9891,False,3.56,0,
ID002509,2022-05-17,state_id,France,0.7612,0.7914,0.7643,True,0.9298,0.7915,True,0.9287,0.9557,0.9918,0.8216,True,0.9877,0.7546,0.8656,0.8316,0.8919,0.9725,0.9802,False,3.25,0,
ID002510,2025-05-26,state_id,France,0.9175,0.8193,0.8794,False,0.9448,0.819,True,0.7412,0.938,0.9702,0.9275,True,0.943,0.8865,0.8521,0.9631,0.9812,0.7104,0.977,False,5.31,0,
ID002511,2024-05-29,national_id,Spain,0.4326,0.7745,0.5193,True,0.6586,0.4985,True,0.2593,0.5315,0.5461,0.6544,True,0.8708,0.7843,0.7763,0.5874,0.522,0.7902,0.4809,False,2.92,1,altered_text
ID002512,2023-08-23,passport,UK,0.8447,0.7878,0.8212,True,0.9743,0.8051,True,0.8421,1.0,0.8059,0.9085,True,0.9369,0.8049,0.7937,0.8435,0.8233,0.8896,0.9611,False,4.12,0,
ID002513,2025-04-24,drivers_license,Australia,0.9377,0.7762,0.8926,False,0.9837,0.8548,True,0.8351,0.8112,0.8953,0.8194,True,0.9103,0.798,0.8524,0.8636,0.7399,0.6651,0.9594,False,1.41,0,
ID002514,2024-08-17,passport,France,0.8519,0.8911,0.9179,True,0.9661,0.8681,True,0.6943,0.8201,0.9803,0.9666,True,0.9718,0.748,0.8442,0.8621,0.7678,0.8659,1.0,False,0.1,0,
ID002515,2024-04-28,drivers_license,Spain,0.8632,0.7973,0.7948,True,0.8703,0.7659,False,0.9304,0.9383,0.8949,0.8609,True,0.9922,0.7932,0.928,0.973,0.9043,0.6787,0.8846,False,2.63,0,
ID002516,2022-09-01,drivers_license,Canada,0.9358,0.6652,0.8399,True,0.98,0.9517,False,0.8111,0.9806,0.8214,0.8266,True,0.9515,0.8678,0.7862,1.0,0.691,0.8454,0.9218,False,5.91,0,
ID002517,2024-05-27,national_id,Italy,0.9701,0.6825,0.8429,False,0.8578,1.0,True,0.9141,0.8423,0.7711,1.0,True,0.9394,0.8262,0.8425,0.8318,0.8635,0.9207,0.9083,False,6.85,0,
ID002518,2025-04-04,national_id,UK,0.882,0.9604,1.0,True,0.7893,0.7818,True,0.9169,0.9124,0.7094,0.8646,True,1.0017,0.6905,0.8876,0.7565,0.9383,0.8642,0.8759,False,9.08,0,
ID002519,2025-01-20,drivers_license,Italy,0.8062,0.7531,0.6856,True,0.831,0.7456,True,0.9572,0.8961,0.8727,0.8968,True,1.0083,0.9646,1.0,0.792,0.8747,0.8296,0.8006,False,6.78,0,
ID002520,2024-10-08,national_id,Australia,0.9167,0.7579,0.7856,True,0.9464,0.623,True,0.9205,0.9515,0.8629,0.8819,True,0.949,0.8537,0.9252,0.833,1.0,0.8194,0.9022,False,4.42,0,
ID002521,2025-01-31,national_id,Italy,0.8852,1.0,0.7547,True,0.9282,0.7155,True,0.6875,0.8832,0.9191,0.9119,True,1.0289,0.8579,0.8711,0.9483,0.8823,0.8376,0.8992,False,7.69,0,
ID002522,2024-03-27,passport,Spain,0.7253,0.7019,0.8766,False,0.3824,0.1763,False,0.5494,0.7531,0.3582,0.7399,True,1.0319,0.4274,0.4896,0.556,0.6297,0.5058,0.8355,False,3.91,1,synthetic_id
ID002523,2022-02-27,national_id,UK,0.7344,0.8728,0.7389,True,0.8342,0.6383,True,0.7773,1.0,0.9103,0.8614,True,0.8962,0.8507,0.8523,1.0,0.862,0.8854,0.8719,False,9.74,0,
ID002524,2025-09-04,drivers_license,Canada,0.8945,0.8179,0.7952,True,0.7889,1.0,False,0.8565,0.9011,1.0,0.8978,True,1.0672,0.6884,0.851,0.7941,0.849,0.8273,0.8825,True,0.25,0,
ID002525,2024-03-05,drivers_license,UK,0.7895,0.8311,0.872,False,0.8763,0.7277,True,0.8922,0.8229,0.9284,0.9047,True,0.9292,0.7789,0.7718,0.8528,0.7868,0.7392,0.8377,False,6.41,0,
ID002526,2024-03-04,passport,Germany,0.856,0.9898,0.9486,False,0.914,0.8184,True,0.9163,0.9422,0.9996,0.8693,True,0.9901,0.7974,1.0,0.8787,0.7143,0.8478,0.9559,False,3.95,0,
ID002527,2025-05-29,drivers_license,Germany,0.9033,1.0,0.7534,True,0.8205,0.6937,False,0.8829,0.8951,0.8422,0.912,True,0.9951,0.8406,0.8317,0.972,0.8371,0.8131,0.9408,False,7.84,0,
ID002528,2024-11-28,passport,Germany,0.7606,0.716,0.8928,True,0.7992,0.7951,True,0.6978,0.9525,0.9405,0.8652,False,0.0,0.0,0.6848,0.9457,0.875,0.9181,0.8399,False,7.17,0,
ID002529,2022-07-27,passport,UK,0.8513,0.9002,0.7016,True,0.7184,0.6825,True,1.0,1.0,0.7882,0.8622,False,0.0,0.0,0.5723,0.9806,0.9189,0.8022,0.9437,False,3.33,0,
ID002530,2024-06-20,drivers_license,Australia,0.785,0.8335,0.8332,False,0.9915,0.7833,False,0.77,0.9594,0.8314,0.8167,True,0.9011,0.5303,0.9153,0.9558,0.9425,1.0,1.0,False,8.42,0,
ID002531,2024-11-23,national_id,France,0.8412,0.8177,0.6935,False,0.7824,0.844,True,0.816,0.8301,0.9203,0.9404,True,0.9983,0.8832,0.8195,0.9379,0.8853,0.7475,0.8525,False,6.41,0,
ID002532,2023-09-30,state_id,USA,0.6917,0.7628,0.7017,False,0.4339,0.8198,False,0.7247,0.6817,0.5421,0.739,True,0.9371,0.8597,0.4219,0.5019,0.6308,0.7107,0.3386,False,1.64,1,template_mismatch
ID002533,2023-10-23,passport,Spain,0.7266,0.7536,0.9576,True,0.7896,0.8349,True,0.9183,0.9165,0.9109,0.9226,True,1.0293,0.7366,0.8349,0.9343,0.8423,0.7839,0.9719,False,5.48,0,
ID002534,2022-03-18,state_id,Italy,0.7814,0.5811,0.8633,True,1.0,0.7627,True,0.7788,1.0,0.9439,1.0,True,0.948,0.8527,0.9856,0.8796,0.8822,0.5979,1.0,False,3.73,0,
ID002535,2025-07-09,state_id,France,0.9326,0.8794,0.9162,False,0.8876,0.9415,True,0.9699,0.9917,0.8523,0.8844,True,0.9168,0.9775,0.9598,0.922,0.922,0.8692,0.854,False,9.78,0,
ID002536,2024-05-16,state_id,France,0.8927,0.6924,0.6576,True,0.9752,0.8069,False,0.8874,0.8679,0.9884,0.908,True,0.931,0.8586,0.7307,0.9161,0.9938,0.8715,0.9212,False,9.63,0,
ID002537,2024-09-09,state_id,Germany,0.8896,0.8606,0.696,True,0.759,0.8798,True,0.9139,0.9827,0.9945,0.8387,True,0.9885,0.9257,0.9929,1.0,0.8249,0.832,0.9225,False,7.48,0,
ID002538,2025-05-16,passport,Italy,0.9195,0.7734,0.6871,False,0.712,0.8178,True,0.9905,1.0,0.9882,0.9464,True,0.9559,0.9452,0.7091,0.9593,0.7591,0.7487,0.9518,False,2.98,0,
ID002539,2022-03-19,drivers_license,Australia,0.8971,0.8861,0.7893,True,0.9596,0.8162,True,0.7831,0.861,0.9342,0.8992,True,0.959,0.7194,0.692,0.9328,0.9681,0.6781,0.8848,False,5.17,0,
ID002540,2023-04-10,drivers_license,Spain,0.999,0.9326,0.9841,True,0.9947,1.0,True,0.7567,0.8723,0.8655,0.8383,True,0.9461,0.781,0.7748,0.8288,0.8336,0.9544,0.8755,False,2.66,0,
ID002541,2025-01-05,state_id,Spain,0.7899,0.8468,0.8399,False,0.8548,0.6832,True,0.8346,0.8815,0.9673,0.9311,True,0.9106,0.7407,0.7985,0.8728,0.9544,0.958,0.75,False,4.78,0,
ID002542,2024-08-22,state_id,Canada,0.8449,0.9725,0.824,True,0.8685,0.8507,True,0.9076,0.8452,0.8734,0.9044,True,0.8433,0.9597,0.955,0.7429,0.7809,0.8505,0.9605,False,0.79,0,
ID002543,2025-08-24,state_id,France,0.837,0.7488,0.8382,True,1.0,0.9247,True,0.8849,0.8996,0.8911,0.9347,True,0.9702,0.8365,0.9569,0.8085,0.9486,0.9021,0.8244,False,7.35,0,
ID002544,2022-01-07,passport,Canada,0.7255,0.6594,0.8423,False,0.9293,0.7522,True,0.6988,0.8525,1.0,0.9198,True,0.99,0.9465,0.8199,0.8639,0.8449,0.8817,0.9754,False,5.71,0,
ID002545,2022-07-22,national_id,France,0.9488,0.9503,0.9462,True,0.8981,0.9555,True,0.8264,0.8826,0.9416,0.9791,True,0.9314,0.7905,0.7551,0.8324,0.7973,0.9626,0.8857,False,2.44,0,
ID002546,2025-02-25,state_id,Italy,0.9665,1.0,0.804,False,0.976,0.8536,True,0.8286,0.9441,0.9771,0.8401,True,0.9139,0.789,0.8199,0.9739,0.7913,0.7812,0.9287,False,9.77,0,
ID002547,2025-01-02,passport,Germany,0.7967,0.8699,0.7596,True,0.9428,0.8065,False,0.7835,0.8587,0.9764,0.7687,True,0.9361,0.6381,0.7929,0.801,0.6395,0.7865,0.89,False,2.53,0,
ID002548,2022-03-02,state_id,Canada,0.8472,0.809,0.8647,False,0.8639,0.7766,True,0.92,0.9562,0.8977,0.9756,True,0.9441,0.8139,0.8645,0.9016,0.7775,0.6526,0.9269,False,2.49,0,
