date,daily_transaction_volume,daily_revenue_usd,daily_new_customers,customer_churn_rate_pct,avg_response_time_ms,system_uptime_pct,fraud_detection_rate_pct,false_positive_rate_pct,year_month
2022-11-28,954,47735.58,61,2.57,151.8,99.68,93.56,2.98,2022-11
2022-11-29,1063,53190.97,44,2.54,127.4,99.39,89.05,2.59,2022-11
2022-11-30,940,47006.49,56,2.66,164.5,99.46,77.06,3.22,2022-11
2022-12-01,1041,52081.21,71,2.51,175.2,99.31,83.73,2.68,2022-12
2022-12-02,989,49493.35,42,2.33,137.5,99.57,78.22,2.62,2022-12
2022-12-03,1035,51796.93,51,2.42,158.3,99.56,80.03,3.33,2022-12
2022-12-04,969,48486.64,45,2.27,163.7,99.33,84.61,2.83,2022-12
2022-12-05,1133,56691.53,50,2.29,115.6,99.5,83.49,3.46,2022-12
2022-12-06,983,49193.59,42,2.15,161.6,99.2,87.2,3.87,2022-12
2022-12-07,999,49971.1,56,2.22,175.4,99.86,93.33,2.29,2022-12
2022-12-08,1057,52896.75,64,2.65,143.9,99.62,81.33,2.62,2022-12
2022-12-09,1026,51332.47,56,2.38,165.3,99.31,83.25,2.75,2022-12
2022-12-10,1018,50945.22,49,2.05,148.5,99.61,80.48,2.53,2022-12
2022-12-11,1023,51156.26,54,2.41,119.8,99.19,88.73,3.16,2022-12
2022-12-12,1036,51824.23,53,2.29,121.2,99.45,93.73,3.58,2022-12
2022-12-13,1101,55064.75,46,2.46,155.2,99.14,98.0,3.64,2022-12
2022-12-14,1062,53112.19,46,2.48,129.5,99.47,83.33,2.72,2022-12
2022-12-15,1068,53404.54,51,2.71,159.6,99.51,89.71,3.03,2022-12
2022-12-16,1036,51804.83,45,2.32,159.7,99.34,89.29,3.56,2022-12
2022-12-17,1031,51568.1,51,2.43,180.9,99.72,78.46,2.26,2022-12
2022-12-18,975,48771.24,48,2.51,145.0,99.66,87.76,4.01,2022-12
2022-12-19,1087,54369.66,50,2.64,152.8,99.08,90.63,2.67,2022-12
2022-12-20,1062,53140.49,50,2.45,192.9,99.67,82.16,2.43,2022-12
2022-12-21,1019,50976.03,53,2.05,155.0,99.47,91.94,2.69,2022-12
2022-12-22,1100,55012.63,51,2.85,160.5,99.57,81.03,2.49,2022-12
2022-12-23,1075,53788.66,39,2.15,121.9,99.65,80.02,2.68,2022-12
2022-12-24,1034,51721.66,58,2.71,113.0,99.88,82.14,3.61,2022-12
2022-12-25,1017,50856.9,56,2.33,152.6,99.77,76.86,3.26,2022-12
2022-12-26,1103,55161.51,48,2.53,131.3,99.49,80.83,2.98,2022-12
2022-12-27,1071,53557.34,45,2.74,175.7,99.8,89.99,2.49,2022-12
2022-12-28,1174,58727.46,40,2.38,143.3,99.43,90.8,2.52,2022-12
2022-12-29,1092,54632.79,39,2.31,143.3,99.19,82.96,3.17,2022-12
2022-12-30,1066,53323.68,50,2.39,142.6,99.67,84.55,2.92,2022-12
2022-12-31,1113,55675.29,60,2.19,126.8,98.89,85.12,1.69,2022-12
2023-01-01,1063,53172.15,51,2.35,148.1,99.7,94.67,2.29,2023-01
2023-01-02,1084,54200.33,67,2.25,150.7,99.75,80.46,2.72,2023-01
2023-01-03,1067,53357.61,43,2.87,120.7,99.68,83.39,3.48,2023-01
2023-01-04,1038,51943.98,72,2.26,148.3,99.63,89.37,2.09,2023-01
2023-01-05,1110,55525.36,48,2.05,147.2,99.89,85.3,2.6,2023-01
2023-01-06,1111,55592.03,62,2.43,170.8,99.33,87.78,2.95,2023-01
2023-01-07,1028,51439.28,45,2.28,118.9,99.79,85.51,3.8,2023-01
2023-01-08,1061,53075.39,48,2.24,144.5,99.65,87.03,2.91,2023-01
2023-01-09,1107,55391.61,62,2.55,143.4,99.22,90.71,3.82,2023-01
2023-01-10,1094,54735.67,48,2.32,142.8,99.71,83.44,2.84,2023-01
2023-01-11,1072,53605.57,58,3.4,189.3,99.27,83.33,4.02,2023-01
2023-01-12,1053,52681.37,61,2.67,154.9,99.88,77.37,2.86,2023-01
2023-01-13,1110,55506.02,48,2.74,136.9,99.12,85.5,3.74,2023-01
2023-01-14,1075,53757.34,46,1.95,173.5,99.98,95.05,2.37,2023-01
2023-01-15,1134,56711.35,58,2.03,111.8,99.47,82.71,2.61,2023-01
2023-01-16,1088,54448.9,61,2.24,158.0,99.24,85.02,2.37,2023-01
2023-01-17,1084,54240.05,51,2.19,139.3,99.36,76.46,3.26,2023-01
2023-01-18,1069,53467.78,53,2.49,133.8,99.63,96.79,3.01,2023-01
2023-01-19,1086,54301.6,50,2.64,130.4,99.86,82.44,2.34,2023-01
2023-01-20,1097,54896.37,62,2.8,167.2,99.08,82.2,2.6,2023-01
2023-01-21,1147,57392.08,51,2.54,150.8,99.3,79.93,2.58,2023-01
2023-01-22,1163,58176.4,44,2.68,135.7,99.85,90.09,3.2,2023-01
2023-01-23,931,46564.77,55,1.89,144.9,98.86,83.61,3.12,2023-01
2023-01-24,1159,57962.99,52,2.33,155.2,99.15,88.37,2.64,2023-01
2023-01-25,1153,57688.91,45,2.11,174.7,99.29,82.06,2.61,2023-01
2023-01-26,1118,55940.47,41,2.08,142.2,99.48,85.83,2.11,2023-01
2023-01-27,1248,62411.0,51,2.19,149.6,98.9,80.85,2.37,2023-01
2023-01-28,1238,61911.59,41,2.32,133.5,99.6,96.13,3.1,2023-01
2023-01-29,1179,58977.12,51,2.34,133.7,98.91,93.28,3.22,2023-01
2023-01-30,1211,60583.89,48,2.5,175.7,99.75,87.63,2.19,2023-01
2023-01-31,1210,60536.56,46,2.5,190.8,99.56,77.92,3.06,2023-01
2023-02-01,1235,61784.41,59,2.44,141.1,99.22,86.47,3.99,2023-02
2023-02-02,1161,58084.29,57,2.53,149.7,99.74,91.4,3.11,2023-02
2023-02-03,1174,58736.97,61,2.41,132.1,99.05,98.0,3.48,2023-02
2023-02-04,1212,60627.05,58,2.56,130.2,99.55,82.22,2.44,2023-02
2023-02-05,1126,56304.22,62,2.64,161.9,99.27,87.89,2.61,2023-02
2023-02-06,1107,55369.9,40,2.42,145.3,99.38,93.29,2.84,2023-02
2023-02-07,1168,58412.57,53,3.09,138.9,99.06,86.43,3.3,2023-02
2023-02-08,1169,58471.49,35,2.45,126.0,99.84,81.12,3.18,2023-02
2023-02-09,1217,60883.11,45,2.64,112.5,99.71,89.32,2.04,2023-02
2023-02-10,1222,61129.7,58,2.7,129.5,99.27,84.91,4.23,2023-02
2023-02-11,1154,57716.73,50,2.69,118.4,99.18,73.66,3.66,2023-02
2023-02-12,1171,58582.05,46,2.71,162.2,99.19,87.79,2.65,2023-02
2023-02-13,1161,58088.81,40,2.68,158.4,99.55,91.2,2.94,2023-02
2023-02-14,1238,61907.37,53,1.91,165.7,99.24,90.04,3.71,2023-02
2023-02-15,1101,55089.71,57,2.42,132.4,99.42,80.75,2.41,2023-02
2023-02-16,1162,58123.11,55,2.3,133.6,99.3,82.26,2.98,2023-02
2023-02-17,1205,60255.63,42,2.43,153.5,99.37,84.64,3.13,2023-02
2023-02-18,1077,53897.61,38,2.35,142.3,99.46,83.59,2.55,2023-02
2023-02-19,1101,55067.3,54,2.46,142.7,99.63,84.57,3.06,2023-02
2023-02-20,1219,60970.89,54,2.7,158.1,99.47,84.99,3.24,2023-02
2023-02-21,1105,55297.58,42,2.7,154.7,99.29,78.28,3.2,2023-02
2023-02-22,1245,62299.54,43,2.28,148.8,99.81,80.72,3.82,2023-02
2023-02-23,1158,57902.57,54,2.6,144.7,99.77,80.86,3.3,2023-02
2023-02-24,1146,57324.44,43,2.39,150.7,99.84,80.74,2.82,2023-02
2023-02-25,1283,64162.76,57,2.25,113.8,99.37,94.58,3.33,2023-02
2023-02-26,1119,55990.3,45,2.49,167.7,99.15,81.01,2.87,2023-02
2023-02-27,1162,58112.0,55,2.78,162.1,99.46,79.97,2.9,2023-02
2023-02-28,1088,54413.69,58,2.11,132.9,99.8,79.84,3.27,2023-02
2023-03-01,1220,61049.94,55,2.57,174.0,99.32,81.15,3.36,2023-03
2023-03-02,1170,58547.61,54,2.79,155.1,99.74,78.57,2.53,2023-03
2023-03-03,1139,56980.81,45,2.9,157.9,99.53,89.67,2.25,2023-03
2023-03-04,1112,55635.47,53,2.05,141.1,99.01,84.14,3.02,2023-03
2023-03-05,1169,58462.56,45,2.48,137.9,99.43,88.95,3.2,2023-03
2023-03-06,1161,58054.41,57,2.94,151.2,99.35,75.9,2.78,2023-03
2023-03-07,1138,56931.77,58,2.66,144.1,99.54,89.95,3.57,2023-03
2023-03-08,1282,64145.82,59,2.71,167.3,99.73,88.68,2.71,2023-03
2023-03-09,1185,59299.83,51,2.39,128.1,99.36,86.72,2.57,2023-03
2023-03-10,1113,55682.74,54,2.15,156.8,99.89,84.28,3.19,2023-03
2023-03-11,1228,61422.3,54,2.77,148.9,99.92,82.09,2.78,2023-03
2023-03-12,1225,61299.91,41,2.98,122.6,99.17,93.18,3.0,2023-03
2023-03-13,1158,57907.86,47,2.38,146.2,99.34,85.33,3.35,2023-03
2023-03-14,1225,61273.02,44,2.13,132.2,99.37,87.84,3.54,2023-03
2023-03-15,1259,62954.23,50,2.86,184.2,99.91,87.57,3.39,2023-03
2023-03-16,1152,57633.21,55,2.62,154.7,99.45,87.07,3.6,2023-03
2023-03-17,1245,62297.78,54,2.32,130.2,99.61,85.76,3.69,2023-03
2023-03-18,1139,56960.82,46,2.39,170.6,99.03,88.59,2.54,2023-03
2023-03-19,1153,57667.88,49,2.37,117.8,99.65,82.78,3.61,2023-03
2023-03-20,1151,57592.25,55,2.72,163.3,99.35,82.96,1.65,2023-03
2023-03-21,1302,65106.54,61,1.94,187.8,99.41,86.06,2.7,2023-03
2023-03-22,1157,57851.5,38,2.21,158.1,99.61,81.02,3.35,2023-03
2023-03-23,1227,61389.88,48,2.29,113.7,99.3,74.67,3.23,2023-03
2023-03-24,1203,60162.48,60,2.55,165.5,100.0,92.08,3.1,2023-03
2023-03-25,1222,61135.83,49,2.15,158.8,99.58,89.35,2.49,2023-03
2023-03-26,1291,64563.72,58,2.19,150.6,99.64,82.81,2.72,2023-03
2023-03-27,1177,58865.31,57,3.39,146.9,98.91,89.11,2.81,2023-03
2023-03-28,1247,62396.75,57,2.51,193.7,99.42,78.9,2.52,2023-03
2023-03-29,1255,62750.72,47,2.51,163.6,99.63,86.63,3.58,2023-03
2023-03-30,1145,57264.85,74,2.5,146.0,99.55,76.8,3.63,2023-03
2023-03-31,1279,63982.19,50,2.75,138.7,99.03,88.79,1.87,2023-03
2023-04-01,1203,60152.75,57,2.65,149.1,99.71,83.79,3.22,2023-04
2023-04-02,1218,60949.09,51,2.78,185.7,99.98,83.21,2.53,2023-04
2023-04-03,1231,61588.27,53,2.92,172.2,99.81,76.33,3.04,2023-04
2023-04-04,1169,58488.43,46,2.77,156.8,99.74,83.32,3.59,2023-04
2023-04-05,1213,60672.69,44,2.92,155.6,99.44,80.89,2.93,2023-04
2023-04-06,1085,54296.88,48,2.58,159.5,98.87,78.04,3.68,2023-04
2023-04-07,1174,58721.74,59,2.18,149.6,99.58,82.15,3.75,2023-04
2023-04-08,1169,58474.22,56,2.54,145.1,99.43,84.5,3.64,2023-04
2023-04-09,1135,56779.65,50,2.58,144.2,99.94,92.38,2.98,2023-04
2023-04-10,1170,58519.74,57,2.46,160.5,99.64,74.85,3.07,2023-04
2023-04-11,1102,55132.38,49,2.37,182.1,99.79,77.99,3.62,2023-04
2023-04-12,1175,58763.47,49,2.55,141.6,99.0,85.13,3.3,2023-04
2023-04-13,1195,59752.08,43,2.38,105.4,99.33,95.74,3.54,2023-04
2023-04-14,1180,59032.7,61,3.28,113.7,98.5,80.98,2.6,2023-04
2023-04-15,1206,60310.24,39,2.89,139.0,99.0,84.75,3.01,2023-04
2023-04-16,1227,61396.45,55,2.08,161.6,99.31,87.87,1.6,2023-04
2023-04-17,1217,60882.15,47,2.73,164.1,99.4,82.77,3.3,2023-04
2023-04-18,1161,58087.7,65,2.93,149.4,98.98,92.38,2.33,2023-04
2023-04-19,1182,59110.4,52,2.0,138.4,99.68,83.58,2.93,2023-04
2023-04-20,1188,59402.67,73,2.05,136.8,99.64,87.26,3.74,2023-04
2023-04-21,1244,62213.63,49,2.61,168.7,99.71,85.99,2.61,2023-04
2023-04-22,1156,57823.93,43,2.3,124.2,99.19,86.03,2.79,2023-04
2023-04-23,1175,58773.87,63,2.22,161.6,99.5,84.98,2.97,2023-04
2023-04-24,1256,62803.72,48,2.26,160.5,99.5,89.25,1.75,2023-04
2023-04-25,1220,61024.9,55,2.3,101.4,99.57,93.94,3.34,2023-04
2023-04-26,1195,59779.48,55,2.61,181.7,98.97,84.44,2.76,2023-04
2023-04-27,1205,60276.74,59,2.91,158.7,99.63,92.87,1.92,2023-04
2023-04-28,1222,61123.54,59,2.69,137.4,98.78,80.7,3.39,2023-04
2023-04-29,1221,61090.48,63,2.34,149.3,99.52,81.37,2.88,2023-04
2023-04-30,1221,61073.43,48,2.41,170.9,99.65,84.93,1.54,2023-04
2023-05-01,1154,57715.93,58,2.59,139.1,99.68,85.38,3.4,2023-05
2023-05-02,1172,58625.11,57,2.37,170.9,99.33,76.1,3.32,2023-05
2023-05-03,1233,61694.17,43,2.61,146.3,99.35,87.71,3.45,2023-05
2023-05-04,1292,64607.98,40,2.76,181.6,99.67,81.45,2.64,2023-05
2023-05-05,1168,58433.21,48,2.32,133.9,99.47,92.44,2.57,2023-05
2023-05-06,1183,59176.59,45,2.64,137.1,100.0,87.73,2.37,2023-05
2023-05-07,1139,56999.84,45,2.49,134.1,99.24,91.97,2.42,2023-05
2023-05-08,1155,57795.76,52,2.35,143.7,99.36,92.75,2.96,2023-05
2023-05-09,1205,60289.26,48,2.25,173.9,99.23,88.43,3.51,2023-05
2023-05-10,1179,58983.78,52,2.43,174.6,99.07,92.62,4.04,2023-05
2023-05-11,1178,58936.28,53,2.62,165.6,99.36,84.79,2.67,2023-05
2023-05-12,1171,58588.92,48,2.86,133.4,99.76,88.54,2.76,2023-05
2023-05-13,1247,62379.62,56,2.66,212.3,99.61,86.2,3.1,2023-05
2023-05-14,1295,64768.55,58,2.52,157.3,99.81,90.1,2.45,2023-05
2023-05-15,1090,54503.22,47,2.38,144.2,99.64,89.6,2.45,2023-05
2023-05-16,1135,56786.73,59,2.24,154.6,99.55,79.79,3.64,2023-05
2023-05-17,1258,62915.68,54,3.19,141.6,98.9,86.45,3.0,2023-05
2023-05-18,1161,58074.89,49,2.25,141.2,99.59,84.96,2.39,2023-05
2023-05-19,1109,55494.47,56,2.24,167.1,99.77,89.33,2.95,2023-05
2023-05-20,1065,53271.58,46,2.76,179.2,99.55,87.37,2.2,2023-05
2023-05-21,1121,56090.48,64,2.11,142.3,99.5,86.76,3.15,2023-05
2023-05-22,1124,56208.41,55,2.99,129.7,99.72,98.0,3.63,2023-05
2023-05-23,1216,60834.45,60,2.63,150.1,99.38,80.34,3.51,2023-05
2023-05-24,1131,56591.62,48,2.18,141.6,99.31,84.38,3.11,2023-05
2023-05-25,1180,59043.41,53,2.87,141.3,99.8,87.62,2.78,2023-05
2023-05-26,1240,62008.48,53,2.71,149.6,99.96,86.32,2.81,2023-05
2023-05-27,1089,54450.26,43,2.1,126.9,99.38,81.42,3.4,2023-05
2023-05-28,1199,59966.04,58,2.37,184.1,99.17,82.09,3.29,2023-05
2023-05-29,1124,56240.1,52,2.31,180.2,99.55,87.53,2.73,2023-05
2023-05-30,1168,58400.83,55,2.48,159.3,99.56,94.83,2.84,2023-05
2023-05-31,1262,63108.61,46,2.1,186.4,99.13,82.15,2.86,2023-05
2023-06-01,1149,57492.21,60,2.31,122.3,99.58,86.07,3.04,2023-06
2023-06-02,1199,59985.65,53,2.96,135.1,99.05,87.6,2.96,2023-06
2023-06-03,1154,57704.91,44,2.9,136.9,99.58,80.46,2.13,2023-06
2023-06-04,1174,58746.0,51,2.14,141.7,99.7,83.42,1.93,2023-06
2023-06-05,1179,58968.62,50,2.43,172.0,99.21,86.67,2.97,2023-06
2023-06-06,1202,60147.13,62,2.44,203.5,99.48,80.02,2.15,2023-06
2023-06-07,1098,54906.92,70,2.89,170.0,99.85,90.97,3.23,2023-06
2023-06-08,1175,58779.19,51,2.06,174.4,99.42,90.94,2.38,2023-06
2023-06-09,1246,62303.26,51,2.35,145.3,99.2,87.71,3.13,2023-06
2023-06-10,1115,55755.32,61,2.28,159.7,99.18,81.42,3.25,2023-06
2023-06-11,1181,59093.29,56,2.09,153.6,99.76,80.99,3.29,2023-06
2023-06-12,1127,56383.35,52,2.53,124.6,99.89,79.1,2.53,2023-06
2023-06-13,1076,53836.35,51,2.45,132.0,99.94,78.33,2.88,2023-06
2023-06-14,1129,56497.61,48,2.05,141.2,99.22,87.38,3.83,2023-06
2023-06-15,1098,54948.37,51,3.06,180.4,99.33,83.04,3.51,2023-06
2023-06-16,1104,55229.86,65,2.71,159.0,99.35,85.09,3.36,2023-06
2023-06-17,1119,55954.5,47,2.52,132.1,99.95,82.9,3.18,2023-06
2023-06-18,1206,60335.22,56,2.75,160.3,99.57,80.57,2.35,2023-06
2023-06-19,1128,56415.27,49,2.97,175.5,99.72,89.52,2.76,2023-06
2023-06-20,1127,56363.98,50,2.09,177.4,99.49,83.84,3.27,2023-06
2023-06-21,1134,56745.31,49,2.54,156.7,99.21,83.9,3.23,2023-06
2023-06-22,1079,53999.42,47,2.98,142.3,99.59,84.33,2.38,2023-06
2023-06-23,1101,55081.2,44,2.65,149.5,99.4,92.96,2.68,2023-06
2023-06-24,1127,56376.58,56,2.11,140.5,99.4,85.24,3.51,2023-06
2023-06-25,1120,56003.18,44,2.37,146.5,99.53,79.68,3.53,2023-06
2023-06-26,1149,57451.51,61,2.67,165.4,99.06,90.03,2.16,2023-06
2023-06-27,955,47795.87,47,2.04,147.5,99.5,87.51,3.4,2023-06
2023-06-28,1078,53910.35,49,2.77,159.6,99.75,91.54,2.51,2023-06
2023-06-29,1122,56129.49,49,2.84,176.6,99.4,86.98,3.45,2023-06
2023-06-30,1149,57454.68,60,2.17,169.3,99.88,82.44,2.65,2023-06
2023-07-01,1111,55568.19,48,2.07,153.7,99.27,85.35,2.66,2023-07
2023-07-02,1090,54506.83,49,2.41,149.4,99.8,79.91,2.77,2023-07
2023-07-03,1087,54372.71,37,2.8,158.0,99.99,85.57,2.75,2023-07
2023-07-04,1123,56184.77,49,2.14,137.8,99.5,86.28,3.46,2023-07
2023-07-05,1134,56726.71,39,2.94,161.3,99.47,71.58,3.17,2023-07
2023-07-06,1130,56542.85,49,2.5,125.0,100.0,85.43,3.56,2023-07
2023-07-07,1124,56225.91,54,2.67,162.2,99.55,81.9,3.65,2023-07
2023-07-08,1090,54530.24,49,2.96,146.8,99.82,85.14,2.69,2023-07
2023-07-09,1116,55847.4,54,3.03,157.5,99.51,92.02,3.43,2023-07
2023-07-10,1061,53064.01,50,2.68,170.8,98.74,79.31,2.72,2023-07
2023-07-11,1084,54235.76,51,1.99,133.0,99.43,91.05,3.33,2023-07
2023-07-12,1150,57534.44,54,2.6,182.6,98.89,80.23,3.59,2023-07
2023-07-13,1120,56044.87,53,2.26,153.2,99.54,79.18,4.19,2023-07
2023-07-14,1047,52383.62,55,2.34,117.4,99.95,89.64,3.44,2023-07
2023-07-15,1119,55986.87,49,3.2,165.5,99.26,80.77,2.91,2023-07
2023-07-16,1107,55380.12,54,2.35,151.3,99.54,77.25,3.54,2023-07
2023-07-17,1099,54997.9,48,2.54,154.5,99.75,84.22,3.05,2023-07
2023-07-18,1206,60347.82,61,2.64,148.1,99.63,87.65,3.25,2023-07
2023-07-19,1044,52236.64,71,2.77,129.6,99.07,95.66,3.45,2023-07
2023-07-20,1047,52361.97,52,2.28,182.9,99.23,97.46,3.09,2023-07
2023-07-21,1097,54886.25,61,2.64,162.9,99.54,87.12,3.06,2023-07
2023-07-22,1157,57864.27,64,2.15,162.6,99.78,89.88,3.14,2023-07
2023-07-23,1176,58838.97,56,2.02,160.5,99.66,90.46,3.23,2023-07
2023-07-24,1091,54562.45,48,2.26,138.5,99.36,89.04,3.28,2023-07
2023-07-25,1054,52726.62,52,2.58,131.0,100.0,83.11,3.14,2023-07
2023-07-26,1117,55859.73,50,2.27,144.2,99.14,87.68,2.55,2023-07
2023-07-27,1116,55806.18,47,2.97,165.5,99.12,92.1,2.86,2023-07
2023-07-28,1108,55441.55,42,2.44,133.4,99.8,81.25,3.77,2023-07
2023-07-29,1039,51991.06,59,2.09,170.6,99.65,89.65,3.45,2023-07
2023-07-30,1109,55495.74,52,2.12,174.0,99.51,74.42,2.05,2023-07
2023-07-31,1126,56337.8,61,2.56,175.3,99.73,84.46,2.68,2023-07
2023-08-01,1047,52357.96,55,1.81,159.3,99.12,83.57,2.6,2023-08
2023-08-02,992,49605.48,57,2.42,168.1,99.59,78.49,3.06,2023-08
2023-08-03,1120,56029.4,65,2.74,164.4,99.4,84.17,2.18,2023-08
2023-08-04,1126,56318.31,47,2.6,146.2,99.48,86.0,2.64,2023-08
2023-08-05,1069,53454.27,49,2.41,167.9,99.04,89.54,3.94,2023-08
2023-08-06,1044,52227.55,58,2.61,137.2,99.81,86.06,1.78,2023-08
2023-08-07,1070,53531.55,44,2.85,177.0,99.49,90.55,3.34,2023-08
2023-08-08,1048,52417.53,52,2.96,162.9,99.35,86.94,2.0,2023-08
2023-08-09,1051,52596.53,37,2.27,135.4,99.29,85.88,2.75,2023-08
2023-08-10,1066,53307.4,59,2.27,177.5,99.3,81.49,4.28,2023-08
2023-08-11,1002,50128.96,49,2.73,160.5,99.25,80.63,3.05,2023-08
2023-08-12,1120,56015.56,61,3.39,169.4,99.44,92.13,3.12,2023-08
2023-08-13,1026,51339.35,33,2.81,169.1,99.54,88.47,2.56,2023-08
2023-08-14,1054,52738.33,44,1.68,151.2,99.49,81.48,3.53,2023-08
2023-08-15,1090,54526.94,61,1.74,149.2,99.91,86.28,3.75,2023-08
2023-08-16,1016,50830.41,45,2.44,151.7,99.6,77.52,3.15,2023-08
2023-08-17,1040,52005.93,65,2.86,175.8,99.74,81.95,2.5,2023-08
2023-08-18,1139,56979.76,66,2.44,124.0,99.31,80.43,2.81,2023-08
2023-08-19,1018,50903.46,55,2.78,175.1,99.08,88.04,2.7,2023-08
2023-08-20,1052,52612.25,49,2.73,143.9,100.0,84.29,1.78,2023-08
2023-08-21,1046,52304.17,49,2.92,166.9,99.44,79.48,3.21,2023-08
2023-08-22,1093,54683.1,48,3.17,145.2,100.0,83.95,2.59,2023-08
2023-08-23,1057,52895.33,62,2.0,120.0,98.95,84.53,3.58,2023-08
2023-08-24,1058,52937.58,52,2.4,131.0,99.95,79.42,3.28,2023-08
2023-08-25,1005,50278.1,50,2.76,158.4,99.32,82.71,2.48,2023-08
2023-08-26,1045,52251.44,55,2.29,137.9,99.33,87.42,2.79,2023-08
2023-08-27,1066,53337.22,42,2.69,159.5,99.33,90.01,3.66,2023-08
2023-08-28,1000,50041.99,47,2.61,133.5,99.82,91.25,3.08,2023-08
2023-08-29,1065,53269.4,69,2.21,153.9,99.81,89.19,3.52,2023-08
2023-08-30,950,47527.2,40,2.82,150.9,99.82,84.76,3.56,2023-08
2023-08-31,1093,54685.63,58,2.28,116.8,99.52,79.34,2.35,2023-08
2023-09-01,1142,57143.78,46,2.21,183.7,99.5,83.37,2.8,2023-09
2023-09-02,1036,51836.37,48,2.6,139.9,99.52,77.37,2.85,2023-09
2023-09-03,1109,55484.37,58,2.15,150.6,99.35,89.41,3.7,2023-09
2023-09-04,1000,50004.18,51,2.83,135.3,99.73,85.8,3.37,2023-09
2023-09-05,1080,54023.41,52,2.36,131.5,99.42,93.2,3.21,2023-09
2023-09-06,1157,57865.62,48,2.48,153.0,99.74,82.5,3.51,2023-09
2023-09-07,1018,50931.18,50,2.28,163.2,99.89,85.05,3.18,2023-09
2023-09-08,1008,50432.27,54,2.43,138.5,99.71,89.83,3.16,2023-09
2023-09-09,1028,51444.66,48,2.69,140.1,99.57,86.13,3.34,2023-09
2023-09-10,1051,52564.63,46,2.53,142.8,99.36,78.21,2.83,2023-09
2023-09-11,1013,50680.08,57,2.05,151.9,99.43,86.44,3.01,2023-09
2023-09-12,1089,54481.09,53,2.68,162.1,100.0,79.34,2.96,2023-09
2023-09-13,1077,53860.57,44,2.2,167.2,98.96,87.18,3.34,2023-09
2023-09-14,1093,54673.35,61,2.56,127.6,99.42,77.4,3.36,2023-09
2023-09-15,1035,51752.95,50,2.68,138.6,99.38,84.17,3.23,2023-09
2023-09-16,1062,53109.11,35,2.46,152.1,100.0,82.05,3.53,2023-09
2023-09-17,1051,52589.85,49,2.36,170.4,99.5,78.54,2.19,2023-09
2023-09-18,1058,52917.67,46,2.57,155.1,99.49,80.35,3.09,2023-09
2023-09-19,1112,55604.31,46,2.18,144.8,99.22,80.18,3.12,2023-09
2023-09-20,1067,53374.79,58,2.5,141.2,99.52,74.31,2.71,2023-09
2023-09-21,1032,51632.3,58,2.42,162.4,99.49,81.99,3.31,2023-09
2023-09-22,981,49053.14,56,2.12,122.7,99.39,87.23,2.98,2023-09
2023-09-23,1012,50626.25,47,2.1,122.1,98.98,82.38,2.16,2023-09
2023-09-24,1061,53095.86,46,2.05,136.0,99.38,87.06,2.44,2023-09
2023-09-25,889,44494.15,45,2.64,166.9,99.94,82.38,2.79,2023-09
2023-09-26,1061,53074.21,50,2.41,154.3,99.89,85.52,3.56,2023-09
2023-09-27,1060,53045.53,57,2.89,192.5,99.24,80.58,3.93,2023-09
2023-09-28,1024,51213.67,55,2.94,111.1,99.52,94.25,3.38,2023-09
2023-09-29,1002,50129.31,45,2.45,144.6,100.0,77.83,2.58,2023-09
2023-09-30,1048,52442.12,53,2.29,143.9,98.98,80.19,2.89,2023-09
2023-10-01,1025,51283.29,43,2.77,127.9,99.27,91.32,2.69,2023-10
2023-10-02,1033,51674.48,54,2.89,169.7,99.21,85.51,3.04,2023-10
2023-10-03,1071,53555.78,50,2.37,131.6,99.85,77.24,3.45,2023-10
2023-10-04,1024,51213.98,41,2.39,136.4,99.55,91.34,2.93,2023-10
2023-10-05,1113,55671.7,44,2.73,133.8,99.78,75.95,3.51,2023-10
2023-10-06,1037,51878.51,44,2.5,145.4,99.72,85.58,3.74,2023-10
2023-10-07,1007,50396.83,50,2.69,193.2,99.94,83.36,3.01,2023-10
2023-10-08,898,44923.58,50,2.65,156.2,99.11,83.48,2.9,2023-10
2023-10-09,1048,52437.91,31,2.37,140.7,99.22,87.47,2.21,2023-10
2023-10-10,971,48593.43,51,3.0,117.1,99.6,76.29,2.07,2023-10
2023-10-11,988,49436.5,49,2.2,134.5,99.3,85.69,3.61,2023-10
2023-10-12,1098,54917.54,52,2.22,126.9,99.19,79.99,3.08,2023-10
2023-10-13,1122,56115.97,53,2.78,141.6,99.7,81.91,2.39,2023-10
2023-10-14,1018,50939.26,48,2.57,156.0,99.83,92.49,3.28,2023-10
2023-10-15,1041,52074.57,35,2.18,133.3,99.24,82.81,2.18,2023-10
2023-10-16,1063,53183.56,50,2.35,148.9,99.42,87.22,2.83,2023-10
2023-10-17,993,49694.64,51,2.33,177.9,99.7,87.08,3.05,2023-10
2023-10-18,1091,54562.28,48,3.03,182.9,99.93,83.62,3.13,2023-10
2023-10-19,1042,52113.61,56,1.87,143.2,99.47,79.63,3.48,2023-10
2023-10-20,1074,53722.86,56,3.13,157.1,98.98,76.31,3.31,2023-10
2023-10-21,1040,52021.63,54,2.7,138.9,99.12,76.36,2.36,2023-10
2023-10-22,931,46573.41,46,2.3,150.3,99.27,73.76,3.6,2023-10
2023-10-23,1087,54394.5,60,2.21,166.9,99.35,70.0,1.99,2023-10
2023-10-24,1072,53648.15,41,2.6,186.2,99.62,85.35,3.49,2023-10
