year_month,customer_id,transaction_count,total_spending,avg_transaction_amount,spending_volatility
2023-02-01,14484,1,59.02,59.02,
2023-02-01,14502,1,127.51,127.51,
2023-02-01,14504,2,195.84,97.92,25.342707037725866
2023-02-01,14586,1,25.45,25.45,
2023-02-01,14608,1,40.0,40.0,
2023-02-01,14617,1,9.81,9.81,
2023-02-01,14719,1,15.08,15.08,
2023-02-01,14800,1,64.28,64.28,
2023-02-01,14889,1,20.73,20.73,
2023-02-01,14932,1,51.46,51.46,
2023-02-01,14994,1,2.14,2.14,
2023-02-01,15118,1,103.89,103.89,
2023-02-01,15590,1,50.84,50.84,
2023-02-01,15602,1,47.83,47.83,
2023-02-01,15660,1,10.34,10.34,
2023-02-01,15686,1,299.03,299.03,
2023-02-01,15690,1,24.5,24.5,
2023-02-01,15778,1,60.89,60.89,
2023-02-01,15852,1,44.39,44.39,
2023-02-01,15994,1,80.0,80.0,
2023-02-01,16087,1,15.63,15.63,
2023-02-01,16171,1,39.82,39.82,
2023-02-01,16214,1,14.89,14.89,
2023-02-01,16303,1,59.01,59.01,
2023-02-01,16898,1,31.01,31.01,
2023-02-01,16983,1,12.58,12.58,
2023-02-01,16995,1,60.0,60.0,
2023-02-01,17086,1,543.98,543.98,
2023-02-01,17124,1,62.5,62.5,
2023-02-01,17153,1,122.25,122.25,
2023-02-01,17216,1,205.28,205.28,
2023-02-01,17471,1,161.27,161.27,
2023-02-01,17578,1,105.13,105.13,
2023-02-01,17615,1,33.54,33.54,
2023-02-01,17644,1,282.89,282.89,
2023-02-01,18081,1,7.5,7.5,
2023-02-01,18090,1,80.0,80.0,
2023-02-01,18126,1,154.32,154.32,
2023-02-01,18217,1,247.82,247.82,
2023-02-01,18501,1,3.6,3.6,
2023-02-01,18531,1,121.38,121.38,
2023-02-01,18533,1,45.61,45.61,
2023-02-01,18570,1,15.44,15.44,
2023-02-01,18610,1,94.34,94.34,
2023-02-01,18929,1,47.46,47.46,
2023-02-01,19001,1,155.14,155.14,
2023-02-01,19120,1,70.08,70.08,
2023-02-01,19124,1,107.98,107.98,
2023-02-01,19270,1,13.03,13.03,
2023-02-01,19272,1,76.52,76.52,
2023-02-01,19363,1,165.04,165.04,
2023-02-01,19381,1,81.02,81.02,
2023-02-01,19412,1,40.0,40.0,
2023-02-01,19417,1,200.0,200.0,
2023-02-01,19714,1,26.89,26.89,
2023-02-01,19842,1,200.0,200.0,
2023-02-01,19846,1,10.18,10.18,
2023-02-01,20016,1,12.29,12.29,
2023-02-01,20051,1,12.56,12.56,
2023-02-01,20152,1,72.37,72.37,
2023-02-01,20219,1,26.91,26.91,
2023-02-01,20385,1,56.58,56.58,
2023-02-01,20419,1,74.38,74.38,
2023-02-01,20438,1,331.85,331.85,
2023-02-01,20525,1,194.16,194.16,
2023-02-01,20558,1,84.72,84.72,
2023-02-01,20622,1,142.89,142.89,
2023-02-01,20722,1,60.17,60.17,
2023-02-01,20833,1,107.45,107.45,
2023-02-01,20907,1,12.09,12.09,
2023-02-01,20911,1,1.74,1.74,
2023-02-01,21008,1,79.8,79.8,
2023-02-01,21095,1,27.35,27.35,
2023-02-01,21097,1,35.6,35.6,
2023-02-01,21189,1,37.39,37.39,
2023-02-01,21275,1,82.88,82.88,
2023-02-01,21319,1,79.27,79.27,
2023-02-01,21437,1,252.22,252.22,
2023-02-01,21450,1,263.61,263.61,
2023-02-01,21451,1,102.43,102.43,
2023-02-01,21482,1,31.27,31.27,
2023-02-01,21485,1,41.54,41.54,
2023-02-01,21521,1,55.45,55.45,
2023-02-01,21604,2,396.91,198.455,167.520667530905
2023-02-01,21680,1,1361.36,1361.36,
2023-02-01,21767,1,15.46,15.46,
2023-02-01,21769,1,60.0,60.0,
2023-02-01,21800,1,840.95,840.95,
2023-02-01,21802,1,60.0,60.0,
2023-02-01,21931,1,100.0,100.0,
2023-02-01,21993,1,60.0,60.0,
2023-02-01,22099,1,88.24,88.24,
2023-02-01,22109,1,33.16,33.16,
2023-02-01,22122,1,45.13,45.13,
2023-02-01,22191,1,61.69,61.69,
2023-02-01,22224,1,27.27,27.27,
2023-02-01,22291,1,32.49,32.49,
2023-02-01,22296,1,87.61,87.61,
2023-02-01,22314,1,25.19,25.19,
2023-02-01,22322,1,33.88,33.88,
2023-02-01,22333,1,12.41,12.41,
2023-02-01,22368,1,20.0,20.0,
2023-02-01,22447,1,49.96,49.96,
2023-02-01,22465,1,424.12,424.12,
2023-02-01,22680,1,63.82,63.82,
2023-02-01,22691,1,39.7,39.7,
2023-02-01,22792,1,33.45,33.45,
2023-02-01,23088,1,40.0,40.0,
2023-02-01,23133,1,58.08,58.08,
2023-02-01,23162,1,176.22,176.22,
2023-02-01,23197,1,116.62,116.62,
2023-02-01,23251,1,80.0,80.0,
2023-02-01,23260,1,200.0,200.0,
2023-02-01,23365,1,477.36,477.36,
2023-02-01,23415,1,59.73,59.73,
2023-02-01,23421,1,493.08,493.08,
2023-02-01,23476,1,56.11,56.11,
2023-02-01,23478,1,20.24,20.24,
2023-02-01,23548,1,60.0,60.0,
2023-02-01,23574,1,60.0,60.0,
2023-02-01,23644,1,100.0,100.0,
2023-02-01,23681,1,37.35,37.35,
2023-02-01,23769,1,55.29,55.29,
2023-02-01,23880,1,1263.45,1263.45,
2023-02-01,24000,1,149.43,149.43,
2023-02-01,24023,1,100.0,100.0,
2023-02-01,24056,1,60.74,60.74,
2023-02-01,24060,1,2.06,2.06,
2023-02-01,24226,1,35.24,35.24,
2023-02-01,24459,1,49.96,49.96,
2023-02-01,24501,1,115.46,115.46,
2023-02-01,24591,1,37.06,37.06,
2023-02-01,24668,1,123.85,123.85,
2023-02-01,24726,1,215.5,215.5,
2023-02-01,24738,1,80.86,80.86,
2023-02-01,24761,1,60.0,60.0,
2023-02-01,24799,1,22.75,22.75,
2023-02-01,24850,1,40.0,40.0,
2023-02-01,25114,1,918.48,918.48,
2023-02-01,25353,2,64.44,32.22,19.40301007575886
2023-02-01,25358,1,107.27,107.27,
2023-02-01,25374,1,3.61,3.61,
2023-02-01,25704,1,23.74,23.74,
2023-02-01,25764,1,91.85,91.85,
2023-02-01,25806,1,512.27,512.27,
2023-02-01,25908,1,14.57,14.57,
2023-02-01,25910,1,194.87,194.87,
2023-02-01,26065,1,60.0,60.0,
2023-02-01,26071,1,86.22,86.22,
2023-02-01,26221,1,131.32,131.32,
2023-02-01,26351,1,69.55,69.55,
2023-02-01,26358,1,144.96,144.96,
2023-02-01,26377,1,33.43,33.43,
2023-02-01,26493,1,45.0,45.0,
2023-02-01,26534,1,50.11,50.11,
2023-02-01,26566,1,60.0,60.0,
2023-02-01,26697,1,64.51,64.51,
2023-02-01,26719,1,317.21,317.21,
2023-02-01,26768,1,76.3,76.3,
2023-02-01,27005,1,76.06,76.06,
2023-02-01,27047,1,1612.4,1612.4,
2023-02-01,27067,1,20.06,20.06,
2023-02-01,27093,1,32.18,32.18,
2023-02-01,27419,1,821.58,821.58,
2023-02-01,27561,1,110.4,110.4,
2023-02-01,27688,1,66.81,66.81,
2023-02-01,27763,1,169.21,169.21,
2023-02-01,27852,1,60.0,60.0,
2023-02-01,28151,1,60.0,60.0,
2023-02-01,28209,1,1083.08,1083.08,
2023-02-01,28360,1,60.0,60.0,
2023-02-01,28419,1,55.83,55.83,
2023-02-01,28440,1,6.36,6.36,
2023-02-01,28566,1,20.0,20.0,
2023-02-01,28608,1,200.53,200.53,
2023-02-01,28618,1,3.59,3.59,
2023-02-01,28805,1,15.94,15.94,
2023-02-01,28851,1,29.89,29.89,
2023-02-01,28893,1,68.42,68.42,
2023-02-01,28925,1,14.05,14.05,
2023-02-01,29042,1,14.28,14.28,
2023-02-01,29120,1,56.52,56.52,
2023-02-01,29162,1,88.16,88.16,
2023-02-01,29365,1,1370.13,1370.13,
2023-02-01,29374,1,163.96,163.96,
2023-02-01,29519,1,27.47,27.47,
2023-02-01,29593,1,8.84,8.84,
2023-02-01,29695,1,93.84,93.84,
2023-02-01,29828,2,52.92,26.46,9.135819612930195
2023-02-01,30043,1,200.0,200.0,
2023-02-01,30157,1,140.49,140.49,
2023-02-01,30215,1,49.11,49.11,
2023-02-01,30241,1,6.2,6.2,
2023-02-01,30279,1,32.31,32.31,
2023-02-01,30457,1,5.15,5.15,
2023-02-01,30547,1,57.46,57.46,
2023-02-01,30557,1,79.18,79.18,
2023-02-01,30819,1,66.43,66.43,
2023-02-01,30999,1,65.89,65.89,
2023-02-01,31012,1,200.0,200.0,
2023-02-01,31074,1,15.85,15.85,
2023-02-01,31152,1,269.69,269.69,
2023-02-01,31297,1,168.56,168.56,
2023-02-01,31694,1,10.12,10.12,
2023-02-01,31696,1,13.48,13.48,
2023-02-01,31740,1,64.45,64.45,
2023-02-01,31752,1,187.54,187.54,
2023-02-01,31821,1,20.21,20.21,
2023-02-01,31831,1,85.16,85.16,
2023-02-01,32074,1,28.36,28.36,
2023-02-01,32088,1,41.75,41.75,
2023-02-01,32152,1,16.91,16.91,
2023-02-01,32235,1,60.0,60.0,
2023-02-01,32306,1,4.42,4.42,
2023-02-01,32362,1,60.0,60.0,
2023-02-01,32425,1,34.58,34.58,
2023-02-01,32479,1,3.38,3.38,
2023-02-01,32521,1,34.18,34.18,
2023-02-01,32577,1,99.96,99.96,
2023-02-01,32794,1,181.47,181.47,
2023-02-01,32935,1,80.0,80.0,
2023-02-01,32938,1,14.6,14.6,
2023-02-01,32969,1,200.0,200.0,
2023-02-01,33004,1,22.11,22.11,
2023-02-01,33033,1,27.79,27.79,
2023-02-01,33086,1,200.0,200.0,
2023-02-01,33101,1,16.37,16.37,
2023-02-01,33207,1,96.42,96.42,
2023-02-01,33271,1,17.26,17.26,
2023-02-01,33374,1,30.56,30.56,
2023-02-01,33388,1,89.55,89.55,
2023-02-01,33497,1,26.65,26.65,
2023-02-01,33736,1,20.0,20.0,
2023-02-01,33875,1,128.88,128.88,
2023-02-01,34199,1,82.83,82.83,
2023-02-01,34212,1,49.37,49.37,
2023-02-01,34293,1,95.16,95.16,
2023-02-01,34344,1,200.0,200.0,
2023-02-01,34421,1,85.92,85.92,
2023-02-01,34543,1,9.47,9.47,
2023-02-01,34598,1,6.18,6.18,
2023-02-01,34638,1,92.41,92.41,
2023-02-01,34787,1,80.0,80.0,
2023-02-01,34940,1,310.6,310.6,
2023-02-01,34944,1,12.2,12.2,
2023-02-01,35039,1,60.0,60.0,
2023-02-01,35130,1,40.87,40.87,
2023-02-01,35212,1,60.0,60.0,
2023-02-01,35229,1,382.91,382.91,
2023-02-01,35246,1,71.47,71.47,
2023-02-01,35306,1,442.34,442.34,
2023-02-01,35542,1,155.51,155.51,
2023-02-01,35742,1,23.11,23.11,
2023-02-01,35988,1,18.89,18.89,
2023-02-01,36098,1,103.86,103.86,
2023-02-01,36119,1,18.23,18.23,
2023-02-01,36175,1,137.38,137.38,
2023-02-01,36417,1,107.87,107.87,
2023-02-01,36486,1,22.31,22.31,
2023-02-01,36592,1,30.17,30.17,
2023-02-01,36643,1,40.0,40.0,
2023-02-01,36687,1,29.54,29.54,
2023-02-01,36703,1,28.05,28.05,
2023-02-01,36742,1,198.5,198.5,
2023-02-01,36842,1,46.88,46.88,
2023-02-01,37045,1,59.45,59.45,
2023-02-01,37119,1,41.23,41.23,
2023-02-01,37132,1,30.17,30.17,
2023-02-01,37208,1,163.75,163.75,
2023-02-01,37265,1,17.47,17.47,
2023-02-01,37289,1,26.15,26.15,
2023-02-01,37298,1,100.0,100.0,
2023-02-01,37443,1,20.0,20.0,
2023-02-01,37454,1,147.62,147.62,
2023-02-01,37492,1,38.55,38.55,
2023-02-01,37495,1,28.8,28.8,
2023-02-01,37676,1,23.03,23.03,
2023-02-01,38179,1,118.95,118.95,
2023-02-01,38281,1,36.48,36.48,
2023-02-01,38321,1,59.46,59.46,
2023-02-01,38445,1,62.86,62.86,
2023-02-01,38480,1,37.6,37.6,
2023-02-01,38537,1,254.4,254.4,
2023-02-01,38572,1,17.95,17.95,
2023-02-01,38630,1,1.79,1.79,
2023-02-01,38673,1,504.5,504.5,
2023-02-01,38813,1,11.65,11.65,
2023-02-01,38973,1,75.67,75.67,
2023-02-01,38982,1,28.24,28.24,
2023-02-01,39004,1,99.67,99.67,
2023-02-01,39046,1,341.08,341.08,
2023-02-01,39126,1,38.92,38.92,
2023-02-01,39129,1,72.73,72.73,
2023-02-01,39191,1,10.26,10.26,
2023-02-01,39241,1,200.0,200.0,
2023-02-01,39312,1,8.53,8.53,
2023-02-01,39386,1,180.04,180.04,
2023-02-01,39407,1,200.0,200.0,
2023-02-01,39435,1,9.34,9.34,
2023-02-01,39452,1,19.56,19.56,
2023-02-01,39591,1,33.83,33.83,
2023-02-01,39603,1,497.05,497.05,
2023-02-01,39695,1,49.01,49.01,
2023-02-01,39696,1,29.02,29.02,
2023-02-01,39722,1,515.1,515.1,
2023-02-01,39830,1,5.57,5.57,
2023-02-01,39858,1,16.77,16.77,
2023-02-01,40106,1,17.85,17.85,
2023-02-01,40149,1,38.01,38.01,
2023-02-01,40184,1,20.0,20.0,
2023-02-01,40190,1,39.05,39.05,
2023-02-01,40236,1,8.42,8.42,
2023-02-01,40597,1,14.03,14.03,
2023-02-01,40770,1,136.56,136.56,
2023-02-01,40892,1,95.41,95.41,
2023-02-01,40958,2,426.37,213.185,62.45874198220776
2023-02-01,40977,1,91.95,91.95,
2023-02-01,41155,1,101.56,101.56,
2023-02-01,41251,1,100.0,100.0,
2023-02-01,41695,1,342.63,342.63,
2023-02-01,41697,1,200.0,200.0,
2023-02-01,41750,1,9.99,9.99,
2023-02-01,41759,1,13.3,13.3,
2023-02-01,41790,1,37.47,37.47,
2023-02-01,41880,1,79.47,79.47,
2023-02-01,41892,1,58.47,58.47,
2023-02-01,41965,1,9.11,9.11,
2023-02-01,41967,1,33.81,33.81,
2023-02-01,42085,1,100.0,100.0,
2023-02-01,42199,1,14.08,14.08,
2023-02-01,42382,1,2.12,2.12,
2023-02-01,42426,1,3.42,3.42,
2023-02-01,42441,1,118.9,118.9,
2023-02-01,42471,1,20.69,20.69,
2023-02-01,42474,1,20.0,20.0,
2023-02-01,42493,1,17.08,17.08,
2023-02-01,42553,1,143.25,143.25,
2023-02-01,42569,1,200.0,200.0,
2023-02-01,42598,1,90.63,90.63,
2023-02-01,42664,1,22.83,22.83,
2023-02-01,42707,1,79.13,79.13,
2023-02-01,42876,1,15.37,15.37,
2023-02-01,43051,1,29.32,29.32,
2023-02-01,43250,1,28.88,28.88,
2023-02-01,43370,1,4.16,4.16,
2023-02-01,43377,1,20.0,20.0,
2023-02-01,43498,1,80.0,80.0,
2023-02-01,43630,1,80.0,80.0,
2023-02-01,43666,1,20.0,20.0,
2023-02-01,43673,1,80.0,80.0,
2023-02-01,43823,1,11.69,11.69,
2023-02-01,43997,1,100.0,100.0,
2023-02-01,44062,1,25.1,25.1,
2023-02-01,44084,1,72.06,72.06,
2023-02-01,44150,1,43.11,43.11,
2023-02-01,44208,1,45.33,45.33,
2023-02-01,44287,1,27.05,27.05,
2023-02-01,44368,1,31.53,31.53,
2023-02-01,44397,1,163.16,163.16,
2023-02-01,44591,1,390.22,390.22,
2023-02-01,44614,1,175.02,175.02,
2023-02-01,44691,1,9.02,9.02,
2023-02-01,44777,1,147.24,147.24,
2023-02-01,44945,1,60.0,60.0,
2023-02-01,45160,1,26.91,26.91,
2023-02-01,45400,1,107.3,107.3,
2023-02-01,45427,1,6.12,6.12,
2023-02-01,45473,1,116.59,116.59,
2023-02-01,45661,1,8.58,8.58,
2023-02-01,46022,1,6.27,6.27,
2023-02-01,46174,1,76.43,76.43,
2023-02-01,46327,1,91.7,91.7,
2023-02-01,46346,1,345.57,345.57,
2023-02-01,46387,1,13.34,13.34,
2023-02-01,46546,1,7.59,7.59,
2023-02-01,46634,1,4.71,4.71,
2023-02-01,46730,1,14.53,14.53,
2023-02-01,46831,1,14.77,14.77,
2023-02-01,47037,1,23.89,23.89,
2023-02-01,47069,1,781.47,781.47,
2023-02-01,47088,1,343.1,343.1,
2023-02-01,47216,1,12.02,12.02,
2023-02-01,47689,1,102.65,102.65,
2023-02-01,47713,1,458.47,458.47,
2023-02-01,47861,1,18.4,18.4,
2023-02-01,47924,1,37.63,37.63,
2023-02-01,47929,1,110.17,110.17,
2023-02-01,48007,1,200.0,200.0,
2023-02-01,48034,1,15.28,15.28,
2023-02-01,48057,1,80.0,80.0,
2023-02-01,48254,1,20.0,20.0,
2023-02-01,48259,1,27.75,27.75,
2023-02-01,48281,1,285.93,285.93,
2023-02-01,48462,1,184.02,184.02,
2023-02-01,48588,1,436.87,436.87,
2023-02-01,48657,1,188.35,188.35,
2023-02-01,48717,1,17.79,17.79,
2023-02-01,48807,1,49.84,49.84,
2023-02-01,48961,1,80.0,80.0,
2023-02-01,49118,1,5.31,5.31,
2023-02-01,49345,1,25.2,25.2,
2023-02-01,49357,1,80.0,80.0,
2023-02-01,49566,1,53.42,53.42,
2023-02-01,49655,1,8.44,8.44,
2023-02-01,49709,1,114.44,114.44,
2023-02-01,49783,1,71.55,71.55,
2023-02-01,50138,1,200.0,200.0,
2023-02-01,50148,1,148.75,148.75,
2023-02-01,50225,1,46.24,46.24,
2023-02-01,50235,1,28.4,28.4,
2023-02-01,50398,1,15.79,15.79,
2023-02-01,50399,1,0.92,0.92,
2023-02-01,50452,1,218.79,218.79,
2023-02-01,50548,1,200.0,200.0,
2023-02-01,50565,1,21.32,21.32,
2023-02-01,50604,1,31.47,31.47,
2023-02-01,50648,1,2.97,2.97,
2023-02-01,50715,1,10.22,10.22,
2023-02-01,50822,1,125.35,125.35,
2023-02-01,50898,1,428.06,428.06,
2023-02-01,51140,1,59.95,59.95,
2023-02-01,51292,1,28.53,28.53,
2023-02-01,51335,1,10.12,10.12,
2023-02-01,51375,1,10.19,10.19,
2023-02-01,51380,2,194.89000000000001,97.44500000000001,85.93468711760113
2023-02-01,51451,1,20.0,20.0,
2023-02-01,51496,1,19.07,19.07,
2023-02-01,51566,1,8.04,8.04,
2023-02-01,52012,1,269.46,269.46,
2023-02-01,52132,1,52.78,52.78,
2023-02-01,52475,1,12.23,12.23,
2023-02-01,52565,1,31.81,31.81,
2023-02-01,52661,1,81.2,81.2,
2023-02-01,52664,1,23.14,23.14,
2023-02-01,52782,1,29.31,29.31,
2023-02-01,52786,1,81.27,81.27,
2023-02-01,52815,1,52.5,52.5,
2023-02-01,52865,1,80.0,80.0,
2023-02-01,53002,1,20.68,20.68,
2023-02-01,53076,1,363.01,363.01,
2023-02-01,53142,1,19.59,19.59,
2023-02-01,53322,1,72.6,72.6,
2023-02-01,53487,1,248.81,248.81,
2023-02-01,53686,1,65.15,65.15,
2023-02-01,53704,1,257.65,257.65,
2023-02-01,53725,1,2.19,2.19,
2023-02-01,53764,1,28.2,28.2,
2023-02-01,53813,1,8.5,8.5,
2023-02-01,53905,1,60.0,60.0,
2023-02-01,53984,1,128.3,128.3,
2023-02-01,54001,1,322.75,322.75,
2023-02-01,54022,1,37.2,37.2,
2023-02-01,54077,1,105.08,105.08,
2023-02-01,54194,1,8.88,8.88,
2023-02-01,54235,1,9.09,9.09,
2023-02-01,54244,1,60.0,60.0,
2023-02-01,54279,1,30.05,30.05,
2023-02-01,54333,1,91.85,91.85,
2023-02-01,54356,1,4.88,4.88,
2023-02-01,54522,1,43.32,43.32,
2023-02-01,54601,1,26.12,26.12,
2023-02-01,54766,1,60.0,60.0,
2023-02-01,54777,1,96.1,96.1,
2023-02-01,54782,1,2391.91,2391.91,
2023-02-01,54985,1,40.25,40.25,
2023-02-01,54993,1,53.79,53.79,
2023-02-01,55011,1,15.32,15.32,
2023-02-01,55092,1,14.19,14.19,
2023-02-01,55142,1,20.0,20.0,
2023-02-01,55330,1,12.08,12.08,
2023-02-01,55409,1,40.34,40.34,
2023-02-01,55456,1,5.63,5.63,
2023-02-01,55475,1,100.0,100.0,
2023-02-01,55575,1,15.92,15.92,
2023-02-01,55627,1,277.87,277.87,
2023-02-01,55708,1,32.41,32.41,
2023-02-01,55764,1,100.0,100.0,
2023-02-01,55972,1,17.55,17.55,
2023-02-01,56046,1,48.49,48.49,
2023-02-01,56101,1,1030.78,1030.78,
2023-02-01,56234,1,80.0,80.0,
2023-02-01,56254,1,24.31,24.31,
2023-02-01,56267,1,80.0,80.0,
2023-02-01,56422,1,20.0,20.0,
2023-02-01,56495,1,6.5,6.5,
2023-02-01,56802,1,244.07,244.07,
2023-02-01,56906,1,137.8,137.8,
2023-02-01,56945,1,43.13,43.13,
2023-02-01,57100,1,225.53,225.53,
2023-02-01,57148,1,7.9,7.9,
2023-02-01,57193,1,88.75,88.75,
2023-02-01,57198,1,72.77,72.77,
2023-02-01,57236,1,165.21,165.21,
2023-02-01,57259,1,7.77,7.77,
2023-02-01,57290,1,110.38,110.38,
2023-02-01,57337,1,394.81,394.81,
2023-02-01,57338,1,20.0,20.0,
2023-02-01,57340,1,114.63,114.63,
2023-02-01,57380,1,25.91,25.91,
2023-02-01,57839,1,60.0,60.0,
2023-02-01,57988,1,40.0,40.0,
2023-02-01,58110,1,23.79,23.79,
2023-02-01,58157,1,2.2,2.2,
2023-02-01,58182,1,233.13,233.13,
2023-02-01,58330,1,5.92,5.92,
2023-02-01,58445,1,18.65,18.65,
2023-02-01,58499,1,7.39,7.39,
2023-02-01,58637,1,502.75,502.75,
2023-02-01,58664,1,55.41,55.41,
2023-02-01,58760,1,933.97,933.97,
2023-02-01,58825,1,19.09,19.09,
2023-02-01,59169,1,529.24,529.24,
2023-02-01,59172,1,135.08,135.08,
2023-02-01,59195,1,128.56,128.56,
2023-02-01,59258,1,260.84,260.84,
2023-02-01,59267,1,88.52,88.52,
2023-02-01,59327,1,30.68,30.68,
2023-02-01,59334,1,4.58,4.58,
2023-02-01,59355,1,2.73,2.73,
2023-02-01,59404,1,66.08,66.08,
2023-02-01,59518,1,8.86,8.86,
2023-02-01,59613,1,9.43,9.43,
2023-02-01,59746,1,82.2,82.2,
2023-02-01,59747,1,17.08,17.08,
2023-02-01,59761,1,141.2,141.2,
2023-02-01,59852,1,60.0,60.0,
2023-02-01,59914,1,62.77,62.77,
2023-02-01,59967,1,68.69,68.69,
2023-02-01,60126,1,34.23,34.23,
2023-02-01,60134,1,211.01,211.01,
2023-02-01,60309,1,4.9,4.9,
2023-02-01,60424,1,77.38,77.38,
2023-02-01,60620,1,109.82,109.82,
2023-02-01,60644,1,272.91,272.91,
2023-02-01,60808,1,1.97,1.97,
2023-02-01,60943,1,39.53,39.53,
2023-02-01,61023,1,60.0,60.0,
2023-02-01,61063,1,41.1,41.1,
2023-02-01,61106,1,1585.48,1585.48,
2023-02-01,61134,1,32.57,32.57,
2023-02-01,61142,1,71.33,71.33,
2023-02-01,61299,1,44.96,44.96,
2023-02-01,61350,1,20.0,20.0,
2023-02-01,61559,1,26.52,26.52,
2023-02-01,61575,1,789.21,789.21,
2023-02-01,61602,1,41.71,41.71,
2023-02-01,61687,1,60.0,60.0,
2023-02-01,61722,1,353.21,353.21,
2023-02-01,61818,1,69.57,69.57,
2023-02-01,61892,1,44.54,44.54,
2023-02-01,61919,1,60.0,60.0,
2023-02-01,62159,1,9.87,9.87,
2023-02-01,62186,1,34.1,34.1,
2023-02-01,62193,1,504.55,504.55,
2023-02-01,62408,1,1.98,1.98,
2023-02-01,62613,1,160.16,160.16,
2023-02-01,62774,1,35.9,35.9,
2023-02-01,62801,1,152.69,152.69,
2023-02-01,63042,1,21.89,21.89,
2023-02-01,63084,1,52.39,52.39,
2023-02-01,63128,1,31.08,31.08,
2023-02-01,63290,1,32.61,32.61,
2023-02-01,63363,1,8.03,8.03,
2023-02-01,63600,1,1.8,1.8,
2023-02-01,63946,1,122.58,122.58,
2023-02-01,64009,1,41.51,41.51,
2023-02-01,64032,1,16.15,16.15,
2023-02-01,64049,1,382.94,382.94,
2023-02-01,64107,1,63.17,63.17,
2023-02-01,64155,1,20.0,20.0,
2023-02-01,64226,1,773.76,773.76,
2023-02-01,64285,1,157.44,157.44,
2023-02-01,64503,1,404.67,404.67,
2023-02-01,64547,1,9.04,9.04,
2023-02-01,64644,1,27.38,27.38,
2023-02-01,64656,1,4.08,4.08,
2023-02-01,64677,1,93.43,93.43,
2023-02-01,64709,1,125.39,125.39,
2023-02-01,64789,1,21.76,21.76,
2023-02-01,64794,1,2.54,2.54,
2023-02-01,64920,1,80.0,80.0,
2023-02-01,64924,1,164.62,164.62,
2023-02-01,64967,1,31.84,31.84,
2023-02-01,65041,1,88.92,88.92,
2023-02-01,65180,1,4.27,4.27,
2023-02-01,65233,1,11.45,11.45,
2023-02-01,65322,1,5.93,5.93,
2023-02-01,65421,1,76.85,76.85,
2023-02-01,65425,1,200.0,200.0,
2023-02-01,65434,1,805.41,805.41,
2023-02-01,65456,1,25.04,25.04,
2023-02-01,65480,1,93.9,93.9,
2023-02-01,65527,1,65.4,65.4,
2023-02-01,65560,1,187.19,187.19,
2023-02-01,65669,1,242.3,242.3,
2023-02-01,65931,1,52.0,52.0,
2023-02-01,65932,1,20.0,20.0,
2023-02-01,66066,1,20.0,20.0,
2023-02-01,66284,1,200.0,200.0,
2023-02-01,66361,1,42.74,42.74,
2023-02-01,66413,1,11.15,11.15,
2023-02-01,66420,1,31.28,31.28,
2023-02-01,66837,1,49.77,49.77,
2023-02-01,66838,1,23.24,23.24,
2023-02-01,66870,1,37.72,37.72,
2023-02-01,66888,1,128.43,128.43,
2023-02-01,66971,1,8.23,8.23,
2023-02-01,67090,1,40.0,40.0,
2023-02-01,67200,1,782.04,782.04,
2023-02-01,67248,1,11.75,11.75,
2023-02-01,67313,1,5.82,5.82,
2023-02-01,67404,1,41.46,41.46,
2023-02-01,67408,1,21.87,21.87,
2023-02-01,67616,1,8.25,8.25,
2023-02-01,67813,1,60.65,60.65,
2023-02-01,67843,1,1561.14,1561.14,
2023-02-01,67903,1,72.89,72.89,
2023-02-01,67934,1,65.79,65.79,
2023-02-01,67994,1,82.02,82.02,
2023-02-01,68367,1,2.94,2.94,
2023-02-01,68372,1,62.79,62.79,
2023-02-01,68405,1,17.58,17.58,
2023-02-01,68489,1,20.74,20.74,
2023-02-01,68576,1,24.08,24.08,
2023-02-01,68598,1,35.29,35.29,
2023-02-01,68776,1,28.72,28.72,
2023-02-01,68791,1,145.38,145.38,
2023-02-01,68958,1,20.0,20.0,
2023-02-01,69012,1,371.85,371.85,
2023-02-01,69110,1,60.06,60.06,
2023-02-01,69196,1,128.0,128.0,
2023-02-01,69287,1,213.24,213.24,
2023-02-01,69554,1,80.0,80.0,
2023-02-01,69682,1,20.04,20.04,
2023-02-01,69720,1,25.02,25.02,
2023-02-01,69882,1,83.0,83.0,
2023-02-01,69920,1,14097.08,14097.08,
2023-02-01,69922,1,8.62,8.62,
2023-02-01,69944,1,48.92,48.92,
2023-02-01,70005,1,10.67,10.67,
2023-02-01,70013,1,45.9,45.9,
2023-02-01,70070,1,329.81,329.81,
2023-02-01,70103,1,18.87,18.87,
2023-02-01,70124,1,46.22,46.22,
2023-02-01,70191,1,11.29,11.29,
2023-02-01,70328,1,820.81,820.81,
2023-02-01,70369,1,1.9,1.9,
2023-02-01,70484,1,240.7,240.7,
2023-02-01,70593,1,21.76,21.76,
2023-02-01,70844,1,142.23,142.23,
2023-02-01,70892,1,40.69,40.69,
2023-02-01,71286,1,8.38,8.38,
2023-02-01,71309,1,100.0,100.0,
2023-02-01,71350,1,26.2,26.2,
2023-02-01,71380,1,20.0,20.0,
2023-02-01,71437,1,54.58,54.58,
2023-02-01,71517,1,15.64,15.64,
2023-02-01,71530,1,115.74,115.74,
2023-02-01,71705,1,112.43,112.43,
2023-02-01,71839,1,47.86,47.86,
2023-02-01,71900,1,100.0,100.0,
